MM,HH,DD,FF,T,TD,RH,N,TC
1,3,220,108,91,74,1,8.0,2
1,3,240,93,102,86,0,7.0,-3
1,3,230,139,112,99,-1,8.0,-3
1,3,250,87,64,41,0,2.0,-3
1,3,240,175,111,70,0,8.0,2
1,3,260,103,38,7,0,5.0,-1
1,3,230,51,-8,-11,0,0.0,-1
1,3,280,36,48,48,0,8.0,-1
1,3,160,10,29,28,0,8.0,3
1,3,230,51,74,74,1,8.0,1
1,3,80,51,26,25,0,8.0,-2
1,3,990,10,-13,-13,0,7.0,3
1,3,240,41,28,28,0,3.0,-3
1,3,180,72,40,25,-1,8.0,-8
1,3,230,57,65,60,0,8.0,-1
1,3,210,77,51,31,0,1.0,-5
1,3,220,87,41,32,0,3.0,0
1,3,180,62,62,52,4,8.0,-3
1,3,200,62,48,39,0,8.0,-2
1,3,200,46,28,26,0,7.0,-5
1,3,110,36,-2,-6,0,3.0,-2
1,3,80,31,18,15,0,8.0,-7
1,3,230,31,54,35,-1,8.0,-10
1,3,210,57,65,46,0,8.0,0
1,3,240,113,97,87,43,8.0,-3
1,3,230,98,73,43,0,7.0,1
1,3,230,72,47,29,0,7.0,2
1,3,990,10,4,-6,0,6.0,-2
1,3,350,31,-17,-22,0,1.0,-7
1,3,210,62,-14,-15,0,8.0,2
1,3,210,82,-1,-27,0,8.0,3
1,3,210,36,9,9,0,9.0,-3
1,3,200,57,18,11,0,8.0,0
1,3,220,67,44,34,-1,8.0,-2
1,3,210,93,80,78,0,8.0,1
1,3,250,57,42,18,0,6.0,-5
1,3,220,62,66,66,0,8.0,4
1,3,250,93,66,41,0,7.0,-5
1,3,220,98,71,52,-1,8.0,2
1,3,270,98,40,36,-1,8.0,5
1,3,250,46,3,0,0,6.0,2
1,3,230,108,63,49,-1,8.0,-3
1,3,250,51,34,14,0,7.0,-4
1,3,260,41,17,15,0,4.0,-5
1,3,260,67,3,3,1,8.0,-2
1,3,330,31,12,2,-1,8.0,1
1,3,120,36,-40,-41,0,0.0,0
1,3,120,15,-66,-83,0,0.0,4
1,3,180,41,-43,-85,0,8.0,-2
1,3,230,5,0,0,0,9.0,-1
1,3,180,36,-52,-65,0,8.0,4
1,3,270,31,21,21,0,7.0,2
1,3,300,118,57,37,18,7.0,-1
1,3,330,57,24,23,0,8.0,2
1,3,260,46,10,7,-1,8.0,1
1,3,990,15,-1,-22,0,3.0,-5
1,3,200,41,28,28,3,8.0,1
1,3,210,46,54,50,0,8.0,0
1,3,190,41,42,30,0,6.0,-5
1,3,190,62,33,-9,0,0.0,-10
1,3,170,87,89,21,0,8.0,2
1,3,190,51,41,19,0,2.0,4
1,3,200,123,86,20,0,2.0,5
1,3,200,62,45,32,0,8.0,1
1,3,200,123,83,58,-1,8.0,1
1,3,250,149,60,33,24,8.0,9
1,3,240,123,53,23,-1,8.0,-7
1,3,180,41,40,30,7,8.0,-2
1,3,220,118,114,102,3,8.0,0
1,3,250,46,13,5,0,5.0,2
1,3,210,113,72,63,2,8.0,1
1,3,230,103,67,55,2,8.0,2
1,3,310,26,69,65,11,8.0,-4
1,3,190,36,-3,-11,0,0.0,-1
1,3,990,10,14,14,0,8.0,4
1,3,60,36,10,9,0,7.0,2
1,3,250,5,-5,-5,0,7.0,-1
1,3,90,21,-11,-11,0,2.0,-4
1,3,90,51,-9,-35,0,6.0,-1
1,3,90,46,-35,-72,0,6.0,-3
1,3,130,41,32,28,9,8.0,12
1,3,180,46,60,52,0,2.0,-12
1,3,90,51,43,20,0,7.0,16
1,3,100,41,61,58,1,7.0,6
1,3,140,21,55,53,0,7.0,2
1,3,180,46,99,69,0,7.0,3
1,3,190,51,71,59,0,3.0,-11
1,3,90,41,48,33,0,2.0,-8
1,3,110,41,5,-1,0,0.0,-2
1,3,210,10,10,10,0,1.0,-13
1,3,70,26,-11,-11,0,2.0,-2
1,3,200,21,-6,-6,0,7.0,-3
1,3,90,21,-28,-28,0,9.0,3
1,3,90,51,-36,-50,0,3.0,0
1,3,90,62,-2,-30,0,7.0,-1
1,3,90,82,2,-37,0,8.0,-1
1,3,90,67,-21,-52,0,4.0,0
1,3,80,72,-9,-34,-1,8.0,-1
1,3,50,72,-43,-88,0,7.0,-6
1,3,60,62,-70,-128,0,8.0,-1
1,3,60,31,-54,-63,0,8.0,3
1,3,50,67,-62,-74,0,5.0,0
1,3,80,113,-34,-52,0,8.0,0
1,3,80,62,-20,-38,0,0.0,1
1,3,40,41,-55,-80,0,1.0,5
1,3,50,50,-154,-174,0,6.0,-3
1,3,990,10,-136,-152,0,6.0,11
1,3,40,60,-111,-127,0,7.0,2
1,3,50,60,-59,-76,0,8.0,-2
1,3,50,20,-54,-66,-1,8.0,3
1,3,80,10,-43,-59,0,8.0,3
1,3,60,30,-83,-95,0,7.0,6
1,3,90,20,-96,-104,0,0.0,-16
1,3,60,40,-65,-77,0,7.0,1
1,3,40,40,-63,-74,0,8.0,2
1,3,990,10,-49,-61,0,8.0,-1
1,3,190,20,-75,-98,0,1.0,16
1,3,190,20,12,-20,0,7.0,0
1,3,190,10,5,-22,0,0.0,-11
1,3,200,40,-11,-55,0,0.0,-13
1,3,160,30,-9,-43,0,0.0,13
1,3,170,30,10,-34,0,0.0,-3
1,3,230,50,58,45,0,8.0,-6
1,3,100,40,1,0,0,5.0,7
1,3,230,30,46,46,0,8.0,0
1,3,50,30,9,0,0,8.0,1
1,3,90,40,23,10,0,6.0,-3
1,3,200,50,56,43,0,1.0,-1
1,3,100,20,45,45,0,8.0,2
1,3,990,10,12,11,0,7.0,-5
1,3,20,20,6,6,0,9.0,2
1,3,290,20,-7,-7,0,8.0,-1
1,3,180,10,-32,-32,0,2.0,-4
1,3,260,20,8,8,0,8.0,0
1,3,110,40,19,-4,0,8.0,-5
1,3,0,0,13,7,0,8.0,0
1,3,190,30,46,46,0,2.0,-1
1,3,200,90,56,40,-1,8.0,-2
1,3,220,80,70,52,0,4.0,-3
1,3,240,110,61,29,-1,7.0,-9
1,3,230,150,53,19,0,7.0,-2
1,3,260,100,47,25,0,7.0,-1
1,3,210,80,101,91,-1,8.0,7
1,3,220,120,93,60,0,8.0,2
1,3,220,80,94,74,0,0.0,1
1,3,160,30,60,40,0,0.0,3
1,3,80,20,47,8,0,6.0,29
1,3,190,50,81,41,0,5.0,7
1,3,160,40,62,41,0,5.0,4
1,3,190,70,94,51,0,5.0,6
1,3,210,60,45,27,0,3.0,-6
1,3,210,50,84,76,0,7.0,-3
1,3,260,40,38,33,0,1.0,-4
1,3,190,60,39,15,0,8.0,-3
1,3,210,90,57,35,-1,7.0,-3
1,3,280,40,6,6,0,7.0,5
1,3,30,40,9,-18,0,8.0,-2
1,3,990,10,-10,-44,0,5.0,-21
1,3,20,30,-12,-16,0,8.0,-1
1,3,360,20,-2,-2,0,8.0,0
1,3,50,60,11,-21,-1,8.0,-2
1,3,50,20,-49,-59,0,0.0,-4
1,3,40,20,-65,-67,0,0.0,0
1,3,170,10,-53,-55,0,0.0,-18
1,3,210,30,2,2,-1,9.0,1
1,3,990,10,4,4,0,8.0,1
1,3,220,40,9,8,0,8.0,3
1,3,60,30,46,17,0,8.0,3
1,3,170,40,51,28,0,5.0,11
1,3,220,80,57,41,2,8.0,-5
1,3,200,60,58,47,7,8.0,4
1,3,210,70,124,107,0,7.0,2
1,3,200,60,92,63,0,2.0,3
1,3,220,100,107,68,0,8.0,-5
1,3,230,90,69,56,1,6.0,0
1,3,70,30,30,23,18,8.0,-13
1,3,30,20,3,-2,-1,8.0,-2
1,3,40,70,-13,-25,0,8.0,-2
1,3,250,40,-28,-41,-1,7.0,4
1,3,230,60,14,13,2,8.0,4
1,3,250,60,48,44,3,8.0,0
1,3,230,90,63,46,0,8.0,0
1,3,210,110,71,45,-1,8.0,-4
1,3,260,40,61,58,5,8.0,-4
1,3,200,40,23,20,0,3.0,3
1,3,200,80,45,19,0,6.0,2
1,3,200,60,88,62,0,7.0,2
1,3,200,50,71,43,0,7.0,2
1,3,990,10,76,76,-1,8.0,-1
1,3,220,20,59,59,0,6.0,-6
1,3,210,60,40,24,0,7.0,-2
1,3,200,70,88,85,2,8.0,8
1,3,240,40,58,44,-1,7.0,-1
1,3,230,90,39,31,10,8.0,-7
1,3,210,60,38,35,3,8.0,10
1,3,30,70,7,-12,0,8.0,-3
1,3,330,20,-43,-51,0,0.0,-3
1,3,10,20,-24,-67,0,4.0,4
1,3,210,30,45,36,0,8.0,1
1,3,190,20,52,52,0,7.0,0
1,3,220,70,71,53,0,7.0,-4
1,3,210,60,63,58,2,8.0,1
1,3,240,40,42,20,0,0.0,-10
1,3,180,50,58,33,0,1.0,-13
1,3,220,50,73,63,-1,8.0,-1
1,3,190,60,52,19,0,7.0,-1
1,3,240,20,60,58,0,8.0,-7
1,3,200,20,-17,-17,0,3.0,7
1,3,190,10,-21,-21,0,1.0,4
1,3,200,40,-20,-31,0,1.0,-2
1,3,170,40,12,-16,0,8.0,0
1,3,200,40,20,10,0,8.0,0
1,3,30,20,27,22,0,8.0,-1
1,3,0,0,9,-7,0,8.0,-2
1,3,280,50,47,45,0,8.0,-1
1,3,270,40,56,55,1,8.0,1
1,3,320,40,34,12,0,7.0,-2
1,3,300,20,26,21,2,7.0,-2
1,3,260,40,43,42,4,8.0,2
1,3,230,60,32,28,-1,8.0,1
1,3,290,30,32,27,-1,8.0,-1
1,3,60,20,-50,-60,0,1.0,3
1,3,210,20,-47,-59,0,7.0,12
1,3,200,40,-24,-49,0,7.0,1
1,3,220,40,11,-25,0,8.0,-1
1,3,210,60,-14,-51,0,7.0,-2
1,3,210,110,51,36,3,8.0,2
1,3,300,80,75,63,30,8.0,3
1,3,240,120,93,57,-1,8.0,0
1,3,160,70,30,-40,-1,8.0,-11
1,3,180,60,73,49,0,2.0,-1
1,3,210,80,76,62,9,8.0,-3
1,3,180,70,71,43,-1,8.0,3
1,3,190,80,77,55,-1,8.0,-4
1,3,260,40,61,58,-1,8.0,1
1,3,190,50,39,28,0,3.0,-2
1,3,200,50,20,16,0,4.0,-1
1,3,230,40,44,38,0,8.0,-1
1,3,70,30,5,-8,0,5.0,4
1,3,50,60,24,22,13,8.0,1
1,3,60,40,-7,-18,0,0.0,-4
1,3,50,30,-20,-33,0,1.0,-3
1,3,60,40,-28,-43,0,1.0,0
1,3,70,80,-27,-62,0,0.0,-3
1,3,80,30,-42,-68,0,0.0,2
1,3,190,20,-71,-82,0,0.0,11
1,3,100,20,-7,-28,-1,8.0,-1
1,3,990,10,7,7,0,9.0,1
1,3,240,10,6,4,0,8.0,-4
1,3,210,30,-9,-21,0,8.0,-14
1,3,200,80,53,50,18,8.0,3
1,3,190,60,76,63,3,7.0,3
1,3,190,140,111,88,3,8.0,2
1,3,180,40,63,36,0,5.0,1
1,3,200,40,46,32,0,5.0,7
1,3,110,30,51,21,-1,8.0,-1
1,3,200,40,14,8,0,4.0,-8
1,3,230,20,28,27,-1,8.0,1
1,3,190,10,-6,-7,0,7.0,3
1,3,120,10,12,-2,0,8.0,-4
1,3,240,60,-2,-4,0,8.0,-2
1,3,210,30,-56,-65,0,0.0,-2
1,3,80,40,-3,-15,0,3.0,0
1,3,70,60,-57,-108,0,1.0,-3
1,3,140,20,-49,-101,0,0.0,0
1,3,210,30,-32,-42,0,1.0,3
1,3,220,20,4,4,0,8.0,0
1,3,60,30,16,16,0,8.0,0
1,3,160,10,-20,-26,0,0.0,9
1,3,0,0,-16,-32,0,5.0,0
1,3,190,40,27,4,0,7.0,1
1,3,210,50,18,13,1,8.0,1
1,3,170,10,21,-29,0,0.0,-11
1,3,180,20,3,-19,0,5.0,-13
1,3,200,40,26,6,0,8.0,6
1,3,210,30,20,18,1,8.0,0
1,3,200,60,23,9,0,7.0,5
1,3,210,60,34,24,1,8.0,1
1,3,200,70,50,38,0,8.0,1
1,3,220,70,53,42,0,7.0,2
1,3,240,80,103,96,-1,8.0,0
1,3,190,60,71,16,0,6.0,-10
1,3,200,60,56,39,0,2.0,1
1,3,200,110,102,68,0,6.0,-2
1,3,250,40,46,22,0,6.0,-3
1,3,230,120,103,77,-1,8.0,7
1,3,220,120,106,95,24,8.0,2
1,3,220,110,123,97,0,8.0,-1
1,3,220,70,82,44,0,3.0,-1
1,3,210,50,98,82,0,8.0,-5
1,3,220,100,104,87,7,8.0,-3
1,3,230,10,14,2,0,8.0,2
1,3,230,100,92,83,2,8.0,0
1,3,240,90,80,62,7,8.0,-4
1,3,20,60,13,-5,0,8.0,-6
1,3,360,40,-31,-54,0,8.0,-2
1,3,240,50,-10,-20,-1,8.0,1
1,3,50,40,-41,-65,-1,8.0,-2
1,3,70,40,-83,-126,0,0.0,-5
1,3,40,50,-93,-127,0,0.0,-2
1,3,150,10,-111,-127,0,1.0,-6
1,3,40,30,-50,-75,0,6.0,4
1,3,200,30,-58,-66,0,8.0,3
1,3,220,80,-1,-17,-1,8.0,1
1,3,240,60,54,47,-1,8.0,-1
1,3,210,90,48,15,0,8.0,-1
1,3,230,60,47,40,0,8.0,1
1,3,200,60,28,11,0,8.0,-13
1,3,220,60,29,14,-1,8.0,0
1,3,150,50,18,-2,0,7.0,8
1,3,200,60,67,48,-1,8.0,1
1,3,200,60,77,57,0,8.0,0
1,3,200,50,78,48,0,8.0,-6
1,3,250,30,56,40,0,8.0,-4
1,3,290,20,16,3,0,7.0,-1
1,3,190,40,-6,-24,0,0.0,-1
1,3,230,30,44,40,0,8.0,-4
1,3,220,30,68,67,1,9.0,8
1,3,250,70,85,79,18,8.0,-31
1,3,260,60,26,19,15,8.0,-3
1,3,310,40,1,-4,12,8.0,1
1,3,310,20,-46,-64,0,8.0,1
1,3,130,30,-31,-34,0,0.0,3
1,3,80,50,-9,-15,-1,8.0,0
1,3,120,10,-77,-85,0,0.0,3
1,3,200,50,-36,-61,0,5.0,1
1,3,230,40,23,19,0,8.0,-1
1,3,200,50,37,36,1,8.0,0
1,3,230,40,68,63,0,8.0,0
1,3,190,40,35,25,0,8.0,1
1,3,200,60,63,53,1,8.0,1
1,3,230,50,32,25,0,4.0,-2
1,3,200,70,88,82,2,8.0,1
1,3,230,70,48,28,0,2.0,2
1,3,200,70,60,44,-1,8.0,0
1,3,250,80,60,23,0,7.0,-8
1,3,270,50,27,18,1,8.0,7
1,3,200,110,50,26,-1,8.0,1
1,3,240,80,47,22,0,8.0,-7
1,3,10,90,38,25,0,8.0,-2
1,3,210,70,3,-19,0,8.0,8
1,3,300,60,84,81,4,8.0,-1
1,3,0,0,-11,-32,0,8.0,-1
1,3,200,30,-18,-35,0,8.0,6
1,3,140,10,-5,-11,-1,8.0,-3
1,3,180,40,16,-59,0,8.0,-11
1,3,240,30,21,16,7,8.0,-1
1,3,90,20,-3,-11,0,3.0,-6
1,3,30,50,-14,-25,0,3.0,-3
1,3,240,50,1,-5,-1,8.0,-2
1,3,300,30,-15,-16,0,8.0,-6
1,3,230,90,-4,-35,0,3.0,0
1,3,210,80,28,-19,0,8.0,2
1,3,250,30,61,53,0,8.0,-2
1,3,250,80,75,30,0,7.0,-6
1,3,230,70,32,8,0,7.0,-2
1,3,230,90,74,56,-1,8.0,0
1,3,230,70,55,49,1,8.0,1
1,3,250,60,76,60,-1,8.0,2
1,3,220,100,90,64,0,8.0,1
1,3,210,100,91,50,0,7.0,-6
1,3,220,70,63,24,0,8.0,2
1,3,210,70,112,89,0,8.0,0
1,3,230,70,90,81,5,8.0,2
1,3,210,70,95,82,2,8.0,1
1,3,240,70,43,20,0,0.0,-4
1,3,210,30,-3,-18,0,1.0,-4
1,3,120,20,-29,-35,0,0.0,-1
1,3,120,30,-29,-62,0,0.0,6
1,3,200,50,38,23,0,8.0,-2
1,3,210,80,69,57,3,8.0,1
1,3,250,50,40,21,0,6.0,1
1,3,240,80,75,68,-1,8.0,11
1,3,300,80,66,36,1,8.0,-16
1,3,250,50,21,3,0,3.0,-2
1,3,10,20,12,4,0,8.0,-6
1,3,330,50,-3,-15,-1,7.0,-1
1,3,250,10,-38,-50,0,7.0,11
1,3,40,60,-25,-55,-1,8.0,-5
1,3,300,10,-25,-46,0,8.0,-2
1,3,180,10,-9,-13,0,9.0,1
1,3,70,20,-4,-12,-1,8.0,-10
1,3,220,50,-1,-12,-1,8.0,3
1,3,280,30,44,39,0,8.0,0
1,3,210,60,44,27,-1,8.0,1
1,3,50,10,-4,-8,0,9.0,15
1,3,340,20,6,3,0,8.0,-1
1,3,70,20,-7,-11,0,8.0,6
1,3,50,60,-4,-20,0,8.0,-2
1,3,70,40,-11,-24,0,0.0,-1
1,3,60,20,-29,-41,0,0.0,15
1,3,90,20,-17,-34,0,4.0,5
1,3,120,20,-19,-28,0,0.0,-4
1,3,190,30,-3,-32,0,0.0,-2
1,3,200,80,14,-9,0,0.0,3
1,3,180,10,31,30,0,9.0,-5
1,3,0,0,1,-4,0,0.0,-19
1,3,170,40,7,-25,0,0.0,-17
1,3,220,30,-33,-54,0,0.0,1
1,3,140,20,-22,-49,0,0.0,9
1,3,190,70,37,26,8,8.0,2
1,3,270,40,43,36,0,8.0,-3
1,3,170,20,36,35,0,8.0,-1
1,3,220,90,81,60,0,8.0,-5
1,3,240,50,48,27,0,8.0,1
1,3,10,30,23,8,0,8.0,-1
1,3,70,40,-29,-52,0,0.0,-3
1,3,90,40,-48,-91,0,0.0,-3
1,3,230,30,-30,-78,0,8.0,3
1,3,20,90,-7,-10,3,8.0,-1
1,3,50,40,-64,-95,0,8.0,-3
1,3,50,50,-70,-95,0,0.0,-1
1,3,50,50,-55,-88,0,0.0,-3
1,3,50,40,-52,-92,0,0.0,2
1,3,50,40,8,-4,0,8.0,-2
1,3,250,70,102,53,-1,2.0,-6
1,3,270,40,37,27,8,8.0,4
1,3,250,30,53,46,0,8.0,0
1,3,210,110,72,59,-1,8.0,6
1,3,250,40,73,53,-1,7.0,-1
1,3,230,80,105,88,0,8.0,-2
1,3,250,50,75,60,-1,8.0,-2
1,3,200,90,83,54,0,8.0,5
1,3,230,100,130,108,-1,8.0,-4
1,3,220,100,121,79,0,8.0,-3
1,3,230,90,57,31,0,8.0,0
1,3,250,50,79,40,0,2.0,-3
1,3,240,60,106,90,-1,8.0,-6
1,3,270,60,93,69,9,8.0,-17
1,3,200,50,37,22,0,8.0,-4
1,3,220,70,56,41,0,8.0,-1
1,3,220,60,86,70,2,8.0,3
1,3,190,70,92,85,22,8.0,5
1,3,240,60,89,83,19,8.0,6
1,3,220,100,126,102,0,8.0,1
1,3,220,100,63,34,0,8.0,4
1,3,220,70,42,19,0,3.0,-3
1,3,30,50,-39,-59,0,0.0,4
1,3,350,20,-39,-64,0,8.0,6
1,3,40,40,-42,-56,0,1.0,2
1,3,210,30,-43,-62,0,8.0,3
1,3,280,30,24,14,0,7.0,0
1,3,240,60,49,32,0,8.0,2
1,3,240,40,63,58,2,8.0,1
1,3,300,10,66,63,-1,8.0,-1
1,3,240,20,65,52,0,8.0,0
1,3,120,20,38,38,0,8.0,0
1,3,80,30,-26,-37,0,0.0,-4
1,3,90,80,-6,-51,0,8.0,2
1,3,100,30,18,-8,-1,8.0,-2
1,3,180,90,81,47,-1,8.0,-8
1,3,230,40,57,52,0,8.0,2
1,3,190,80,69,58,4,8.0,4
1,3,220,60,46,27,0,0.0,0
1,3,190,70,58,17,0,8.0,4
1,3,200,70,44,29,0,0.0,0
1,3,200,90,99,62,0,8.0,-1
1,3,200,120,80,43,0,7.0,-10
1,3,190,70,38,17,0,0.0,1
1,3,190,70,47,-5,0,8.0,-1
1,3,200,70,79,55,0,3.0,2
1,3,200,90,85,55,0,8.0,0
1,3,200,40,34,33,0,0.0,-1
1,3,240,70,88,62,0,8.0,-1
1,3,220,110,118,108,-1,8.0,2
1,3,230,90,116,95,0,8.0,0
1,3,230,80,94,78,-1,8.0,-5
1,3,290,60,74,54,3,8.0,-5
1,3,200,40,24,6,0,8.0,-1
1,3,210,80,80,46,0,8.0,-4
1,3,200,30,6,-2,0,0.0,3
1,3,230,60,63,42,0,6.0,4
1,3,240,60,48,35,0,8.0,-2
1,3,210,30,66,55,0,8.0,0
1,3,240,20,57,20,0,8.0,-1
1,3,250,30,24,5,0,8.0,-3
1,3,190,60,8,4,0,1.0,-3
1,3,320,20,-62,-63,0,9.0,-1
1,3,230,20,-20,-25,0,8.0,1
1,3,50,20,-57,-58,0,0.0,-20
1,3,230,40,-13,-48,0,8.0,1
1,3,220,50,-14,-15,8,8.0,0
1,3,40,40,-123,-132,0,0.0,3
1,3,200,30,-141,-145,-1,8.0,8
1,3,50,20,-22,-22,0,9.0,-5
1,3,190,10,-137,-138,0,6.0,-2
1,3,130,10,-123,-129,0,0.0,-6
1,3,200,50,-52,-90,0,0.0,-10
1,3,200,80,11,-58,0,3.0,2
1,3,200,70,50,11,-1,8.0,-2
1,3,200,40,30,24,0,8.0,3
1,3,170,20,24,1,0,8.0,-8
1,3,100,30,-9,-22,0,8.0,2
1,3,210,50,42,29,0,8.0,-1
1,3,190,100,79,36,0,8.0,-3
1,3,180,60,32,14,0,8.0,1
1,3,230,80,36,9,0,8.0,-7
1,3,170,30,17,1,0,1.0,8
1,3,180,50,22,-7,0,8.0,2
1,3,150,60,48,36,4,8.0,0
1,3,220,60,24,5,0,0.0,-2
1,3,180,50,8,4,0,1.0,-2
1,3,100,40,-8,-28,0,1.0,0
1,3,50,20,-38,-38,0,1.0,11
1,3,140,20,-57,-60,0,0.0,2
1,3,100,20,-28,-37,0,0.0,-4
1,3,90,30,-33,-51,0,0.0,5
1,3,80,80,-21,-42,0,0.0,-1
1,3,30,50,-12,-18,-1,8.0,0
1,3,230,30,-54,-61,0,6.0,2
1,3,230,50,6,0,1,8.0,-6
1,3,110,10,-72,-87,0,1.0,-17
1,3,200,50,-24,-29,2,8.0,1
1,3,70,10,-73,-74,0,9.0,8
1,3,200,10,-47,-54,8,8.0,0
1,3,60,40,-85,-86,-1,9.0,15
1,3,40,70,-30,-57,1,8.0,-1
1,3,30,50,-23,-48,0,8.0,1
1,3,30,30,-21,-35,0,8.0,-1
1,3,350,10,-18,-23,-1,8.0,0
1,3,80,70,-30,-50,0,0.0,0
1,3,170,30,25,8,0,7.0,-6
1,3,150,10,-37,-41,0,8.0,-11
1,3,140,30,17,-2,0,8.0,-1
1,3,190,50,40,32,0,8.0,-1
1,3,220,40,41,33,0,8.0,0
1,3,250,40,37,29,0,8.0,-2
1,3,100,20,21,-6,0,7.0,-2
1,3,100,30,20,1,0,8.0,-1
1,3,180,20,25,12,0,8.0,-5
1,3,170,20,29,-3,0,8.0,-4
1,3,90,10,3,-13,0,8.0,4
1,3,320,10,2,1,0,9.0,0
1,3,30,40,-35,-49,0,8.0,-4
1,3,50,20,-92,-109,0,8.0,12
1,3,310,50,27,24,4,7.0,-6
1,3,220,50,14,5,0,8.0,3
1,3,240,60,1,-12,-1,8.0,3
1,3,250,40,5,2,0,8.0,0
1,3,220,30,8,8,0,9.0,2
1,3,290,10,3,0,0,8.0,0
1,3,230,30,-4,-6,0,8.0,3
1,3,200,30,-15,-17,0,8.0,4
1,3,190,60,-27,-65,0,8.0,3
1,3,200,70,38,33,8,8.0,-1
1,3,90,10,43,42,0,9.0,-1
1,3,210,50,95,73,0,7.0,12
1,3,250,30,54,47,10,8.0,-4
1,3,200,30,0,-4,0,0.0,-3
1,3,140,30,6,-14,0,8.0,7
1,3,260,30,44,32,0,8.0,-3
1,3,240,50,105,103,5,8.0,0
1,3,240,70,121,107,0,8.0,-3
1,3,240,60,87,68,0,8.0,-4
1,3,200,80,76,56,0,2.0,-1
1,3,200,60,62,39,0,8.0,-4
1,3,210,40,83,69,0,8.0,-3
1,3,280,20,36,30,0,8.0,-1
1,3,320,30,20,19,2,8.0,2
1,3,10,20,-28,-31,0,1.0,0
1,3,990,10,3,3,1,8.0,7
1,3,340,40,26,22,0,8.0,-4
1,3,330,30,34,31,0,8.0,-3
1,3,230,50,31,25,0,8.0,0
1,3,180,10,2,2,0,8.0,-6
1,3,40,30,-26,-29,0,4.0,2
1,3,60,50,-28,-49,0,0.0,-5
1,3,40,20,-41,-51,0,0.0,-6
1,3,40,40,-47,-51,0,8.0,-1
1,3,50,10,-30,-32,-1,8.0,1
1,3,230,70,106,97,-1,8.0,-1
1,3,210,60,91,82,5,8.0,-3
1,3,200,90,42,20,0,6.0,2
