MM,HH,DD,FF,T,TD,RH,N,TC
3,9,230,118,87,75,-1,8.0,4
3,9,230,113,85,42,0,7.0,7
3,9,240,93,92,82,-1,8.0,6
3,9,250,87,55,29,0,7.0,6
3,9,260,82,42,-4,-1,7.0,2
3,9,210,62,30,27,2,8.0,6
3,9,290,51,28,23,10,8.0,8
3,9,270,67,47,10,0,7.0,10
3,9,50,31,52,12,0,8.0,12
3,9,210,36,56,25,0,6.0,20
3,9,220,103,97,86,-1,8.0,4
3,9,290,62,79,70,22,8.0,2
3,9,240,108,111,102,-1,8.0,4
3,9,290,72,55,7,0,5.0,12
3,9,140,21,47,11,0,3.0,15
3,9,210,57,90,23,-1,8.0,11
3,9,240,87,122,106,-1,7.0,4
3,9,170,57,145,98,0,1.0,10
3,9,210,87,80,56,1,7.0,18
3,9,210,123,95,56,0,7.0,0
3,9,220,87,32,12,0,7.0,10
3,9,240,123,44,-4,0,5.0,6
3,9,220,46,15,2,0,6.0,18
3,9,190,108,26,-13,-1,8.0,-6
3,9,240,72,42,20,0,7.0,0
3,9,210,67,31,5,0,1.0,11
3,9,210,103,62,17,0,7.0,8
3,9,210,46,52,32,0,1.0,6
3,9,100,41,58,12,0,0.0,34
3,9,70,31,56,8,0,4.0,34
3,9,220,15,101,40,0,1.0,15
3,9,80,57,76,13,0,1.0,9
3,9,80,21,36,15,0,1.0,14
3,9,280,57,56,14,0,6.0,1
3,9,230,93,32,9,0,7.0,10
3,9,200,93,70,57,5,8.0,14
3,9,250,108,74,33,0,7.0,11
3,9,270,51,55,37,0,7.0,-1
3,9,260,67,43,13,0,7.0,10
3,9,320,67,58,12,0,5.0,-4
3,9,210,31,42,6,0,0.0,17
3,9,220,36,65,16,0,2.0,22
3,9,230,62,107,8,0,7.0,13
3,9,250,72,81,69,4,8.0,6
3,9,260,57,84,68,-1,8.0,3
3,9,320,57,37,23,1,7.0,7
3,9,240,87,22,-5,0,7.0,6
3,9,330,67,21,-27,0,2.0,12
3,9,240,21,36,9,0,3.0,18
3,9,200,72,33,32,11,8.0,3
3,9,300,51,30,8,0,7.0,5
3,9,990,15,-23,-23,0,9.0,7
3,9,130,26,15,12,0,3.0,-3
3,9,210,41,-11,-11,0,7.0,10
3,9,270,31,40,39,0,7.0,1
3,9,250,21,25,25,2,8.0,8
3,9,40,62,8,8,4,8.0,17
3,9,100,77,22,-21,0,0.0,14
3,9,90,41,32,-24,0,0.0,18
3,9,80,67,15,-45,0,0.0,9
3,9,50,51,-23,-48,0,6.0,14
3,9,90,57,-28,-79,0,2.0,7
3,9,80,62,-22,-58,0,0.0,13
3,9,90,93,-3,-53,0,4.0,12
3,9,80,51,48,-15,0,7.0,12
3,9,100,51,47,12,0,3.0,11
3,9,220,46,33,25,0,8.0,4
3,9,990,5,46,33,0,8.0,4
3,9,220,26,35,35,0,7.0,12
3,9,990,15,61,59,0,0.0,33
3,9,160,41,103,63,0,5.0,14
3,9,210,67,83,57,0,7.0,0
3,9,230,41,95,95,-1,8.0,7
3,9,40,31,70,68,0,8.0,5
3,9,90,77,73,51,0,7.0,12
3,9,360,41,58,56,6,8.0,1
3,9,40,72,13,-68,0,1.0,11
3,9,210,41,32,-45,0,5.0,13
3,9,260,46,36,21,0,7.0,14
3,9,260,41,23,12,-1,7.0,-21
3,9,230,41,11,0,-1,8.0,9
3,9,210,40,87,78,0,1.0,12
3,9,210,80,130,89,0,7.0,9
3,9,290,20,72,45,0,7.0,9
3,9,80,40,83,80,-1,8.0,1
3,9,240,40,110,81,0,7.0,0
3,9,220,30,73,73,2,8.0,4
3,9,160,20,92,74,0,6.0,25
3,9,210,30,96,61,0,3.0,20
3,9,80,30,92,60,0,1.0,14
3,9,160,20,119,18,0,0.0,17
3,9,0,0,50,50,0,8.0,13
3,9,990,10,40,40,0,9.0,13
3,9,240,30,92,81,0,8.0,11
3,9,230,70,78,54,0,8.0,4
3,9,240,60,92,76,0,8.0,7
3,9,240,60,106,96,0,8.0,3
3,9,290,40,106,88,0,7.0,7
3,9,200,50,93,78,0,7.0,10
3,9,250,70,66,57,2,8.0,2
3,9,290,20,30,-4,0,8.0,6
3,9,300,50,53,20,0,7.0,6
3,9,90,20,40,0,0,1.0,11
3,9,190,70,67,-8,0,8.0,5
3,9,360,10,68,65,0,8.0,6
3,9,250,30,68,67,-1,8.0,2
3,9,200,60,80,56,0,7.0,17
3,9,270,50,113,68,0,4.0,10
3,9,290,70,53,39,3,7.0,19
3,9,320,70,69,21,0,7.0,7
3,9,210,20,76,54,0,7.0,16
3,9,220,20,95,55,0,0.0,20
3,9,220,60,25,-1,0,7.0,9
3,9,230,90,70,55,1,8.0,4
3,9,210,90,75,67,17,8.0,12
3,9,220,140,154,42,0,8.0,-11
3,9,250,100,62,18,0,7.0,9
3,9,210,80,65,54,7,8.0,10
3,9,230,130,92,80,2,8.0,3
3,9,240,60,75,67,0,7.0,4
3,9,240,30,2,-23,0,6.0,20
3,9,200,40,33,10,0,1.0,25
3,9,180,60,33,7,-1,8.0,4
3,9,340,60,48,19,0,2.0,2
3,9,200,40,30,15,0,8.0,16
3,9,290,40,67,66,1,8.0,11
3,9,270,40,74,64,0,7.0,9
3,9,260,30,76,76,1,8.0,6
3,9,250,30,75,55,0,8.0,5
3,9,250,40,91,69,0,8.0,8
3,9,990,10,51,51,0,3.0,28
3,9,240,40,42,37,-1,8.0,5
3,9,50,30,61,20,0,6.0,-2
3,9,320,20,42,12,0,7.0,6
3,9,360,70,49,42,-1,8.0,-11
3,9,70,40,21,-25,0,3.0,16
3,9,180,40,66,-31,0,3.0,14
3,9,200,60,70,-46,0,7.0,15
3,9,210,50,82,81,1,8.0,6
3,9,130,20,113,90,0,7.0,18
3,9,990,10,144,103,0,7.0,27
3,9,210,50,174,91,0,7.0,15
3,9,220,40,143,118,0,7.0,6
3,9,210,110,75,67,2,8.0,7
3,9,230,80,103,102,3,8.0,2
3,9,220,100,88,57,0,4.0,1
3,9,180,60,63,45,-1,8.0,9
3,9,190,30,65,38,0,4.0,-1
3,9,230,80,40,21,0,7.0,4
3,9,210,90,32,6,-1,6.0,3
3,9,200,60,36,24,4,8.0,8
3,9,230,80,46,44,-1,8.0,2
3,9,130,20,29,17,0,8.0,17
3,9,100,30,27,27,0,2.0,20
3,9,100,30,74,45,0,6.0,24
3,9,210,50,119,66,0,6.0,27
3,9,990,10,63,63,0,7.0,3
3,9,990,10,76,63,0,6.0,11
3,9,80,30,65,42,0,1.0,16
3,9,80,30,68,34,0,4.0,10
3,9,190,40,74,16,0,1.0,18
3,9,280,30,59,41,0,7.0,15
3,9,310,50,65,27,0,7.0,4
3,9,220,90,72,43,0,7.0,3
3,9,330,60,54,48,7,8.0,2
3,9,240,60,71,71,6,8.0,5
3,9,230,70,84,55,0,8.0,4
3,9,200,60,125,62,0,7.0,16
3,9,210,40,109,89,0,7.0,1
3,9,310,20,65,37,0,6.0,15
3,9,10,40,56,42,0,7.0,3
3,9,190,40,86,38,0,0.0,19
3,9,200,60,116,43,0,7.0,14
3,9,990,10,142,73,0,3.0,14
3,9,270,60,46,34,5,7.0,1
3,9,220,60,33,17,0,7.0,10
3,9,220,150,85,69,3,8.0,2
3,9,250,50,20,7,0,6.0,9
3,9,220,40,16,-2,0,2.0,29
3,9,230,70,53,8,0,7.0,5
3,9,210,80,73,61,-1,8.0,3
3,9,230,110,104,83,0,8.0,-4
3,9,250,80,107,98,-1,8.0,7
3,9,990,10,62,39,0,7.0,4
3,9,260,60,84,77,0,8.0,3
3,9,280,20,65,35,0,8.0,4
3,9,210,40,71,36,0,6.0,23
3,9,240,70,98,87,0,8.0,9
3,9,320,50,58,14,0,3.0,6
3,9,300,40,77,60,0,8.0,4
3,9,280,30,67,56,0,8.0,11
3,9,320,40,72,60,0,8.0,-3
3,9,990,10,40,39,-1,8.0,9
3,9,990,10,28,28,0,5.0,32
3,9,80,20,63,40,0,3.0,18
3,9,200,30,105,40,0,0.0,25
3,9,80,20,108,41,0,4.0,15
3,9,190,30,109,70,0,8.0,-1
3,9,220,70,114,82,0,4.0,-1
3,9,200,50,77,51,0,5.0,0
3,9,40,40,48,48,0,7.0,16
3,9,20,60,37,23,-1,8.0,7
3,9,50,60,52,46,0,8.0,1
3,9,10,50,63,59,1,8.0,0
3,9,990,10,61,53,-1,8.0,3
3,9,190,40,18,5,0,7.0,5
3,9,220,40,20,9,0,7.0,6
3,9,30,40,-8,-27,0,8.0,1
3,9,70,30,3,2,1,8.0,6
3,9,30,20,13,-20,0,8.0,4
3,9,110,30,35,5,0,1.0,14
3,9,200,40,84,73,0,8.0,13
3,9,90,30,84,79,0,8.0,3
3,9,200,80,92,74,-1,7.0,19
3,9,200,70,99,83,1,7.0,-2
3,9,220,60,124,95,0,7.0,-7
3,9,260,60,95,53,0,6.0,0
3,9,210,90,67,40,-1,7.0,-7
3,9,250,70,65,30,0,5.0,5
3,9,110,10,60,53,1,8.0,11
3,9,220,20,98,88,0,7.0,5
3,9,20,20,68,56,0,8.0,8
3,9,230,60,76,60,0,7.0,16
3,9,280,70,29,3,0,7.0,1
3,9,100,60,18,-33,0,7.0,9
3,9,90,70,17,13,31,8.0,6
3,9,360,20,94,87,-1,7.0,-8
3,9,130,70,89,82,26,8.0,7
3,9,240,30,97,77,-1,8.0,4
3,9,20,60,28,24,1,8.0,0
3,9,70,30,23,0,0,8.0,1
3,9,120,60,39,-4,0,6.0,-2
3,9,180,50,95,51,0,7.0,19
3,9,240,90,76,64,10,7.0,-4
3,9,240,40,67,53,0,7.0,19
3,9,200,70,101,52,0,6.0,16
3,9,230,60,46,23,1,7.0,11
3,9,50,30,-2,-27,0,6.0,11
3,9,210,30,29,9,0,6.0,20
3,9,200,40,60,34,0,7.0,16
3,9,990,10,52,24,0,1.0,25
3,9,220,70,55,21,0,8.0,6
3,9,260,90,116,75,0,7.0,5
3,9,210,30,69,41,0,4.0,20
3,9,220,50,84,63,0,8.0,2
3,9,230,70,59,25,0,0.0,13
3,9,200,50,94,20,0,7.0,20
3,9,80,30,98,82,0,7.0,3
3,9,40,30,78,76,-1,8.0,0
3,9,50,60,29,-1,0,7.0,4
3,9,80,80,46,29,0,7.0,9
3,9,170,40,112,71,0,6.0,13
3,9,170,40,134,73,0,5.0,5
3,9,220,70,111,65,-1,7.0,10
3,9,240,50,86,58,0,7.0,4
3,9,250,60,112,97,-1,8.0,6
3,9,250,50,114,103,2,8.0,6
3,9,270,50,87,79,2,8.0,7
3,9,30,40,54,18,0,5.0,10
3,9,40,30,45,19,0,5.0,7
3,9,110,30,54,-19,0,4.0,9
3,9,230,20,66,3,0,7.0,4
3,9,50,30,40,-8,0,0.0,17
3,9,70,30,66,3,0,0.0,12
3,9,100,30,77,-7,0,0.0,19
3,9,200,20,72,35,0,8.0,14
3,9,210,50,122,47,0,5.0,14
3,9,200,40,97,81,0,0.0,12
3,9,190,30,86,74,1,8.0,15
3,9,270,30,50,41,0,8.0,0
3,9,150,20,65,34,0,8.0,15
3,9,190,50,108,83,0,8.0,11
3,9,290,80,65,57,11,8.0,-3
3,9,190,30,52,38,0,0.0,19
3,9,230,90,75,41,0,7.0,6
3,9,230,100,93,51,0,8.0,10
3,9,230,60,101,64,0,8.0,3
3,9,220,60,119,84,2,8.0,-1
3,9,290,50,77,56,0,8.0,2
3,9,30,40,27,18,0,8.0,12
3,9,70,40,54,-26,0,0.0,17
3,9,80,60,51,-11,0,0.0,13
3,9,80,30,53,-9,0,0.0,17
3,9,230,30,73,12,0,0.0,20
3,9,50,30,36,22,0,0.0,15
3,9,990,10,74,34,0,0.0,20
3,9,320,10,28,7,0,8.0,7
3,9,90,70,49,8,0,0.0,17
3,9,80,50,54,-22,0,0.0,23
3,9,130,10,107,-81,0,0.0,16
3,9,200,50,138,3,0,0.0,22
3,9,80,20,112,66,2,8.0,18
3,9,40,30,105,79,0,7.0,24
3,9,210,20,123,75,0,0.0,18
3,9,70,30,148,72,0,0.0,24
3,9,210,40,150,101,0,8.0,5
3,9,80,20,116,94,0,6.0,-2
3,9,30,50,72,24,0,6.0,20
3,9,40,30,-23,-37,0,7.0,22
3,9,270,40,23,-1,0,,11
3,9,200,40,5,-7,0,8.0,18
3,9,130,20,49,-8,0,7.0,13
3,9,80,50,46,-11,0,7.0,5
3,9,290,30,11,4,-1,8.0,7
3,9,240,30,41,35,-1,8.0,0
3,9,30,40,7,-24,0,3.0,15
3,9,40,50,4,-23,0,7.0,7
3,9,30,50,1,-7,-1,8.0,-1
3,9,110,20,15,-10,0,4.0,11
3,9,100,40,20,-18,0,7.0,10
3,9,240,80,87,40,0,7.0,4
3,9,200,70,95,47,0,2.0,11
3,9,220,90,113,71,0,8.0,3
3,9,230,90,127,95,0,7.0,13
3,9,200,50,151,77,0,3.0,25
3,9,330,20,103,80,-1,4.0,35
3,9,210,80,106,79,0,8.0,2
3,9,230,120,116,98,0,8.0,3
3,9,240,120,95,39,0,5.0,-2
3,9,260,60,54,34,15,7.0,18
3,9,330,20,45,34,0,3.0,24
3,9,30,20,44,35,0,7.0,7
3,9,990,10,29,-11,0,8.0,5
3,9,20,20,32,-5,0,3.0,19
3,9,990,10,43,-22,0,0.0,8
3,9,190,20,55,-18,0,0.0,16
3,9,80,20,82,16,0,3.0,14
3,9,70,60,95,10,0,0.0,24
3,9,130,10,143,27,0,2.0,21
3,9,210,80,-48,-85,-1,8.0,1
3,9,200,80,-13,-59,-1,7.0,3
3,9,40,30,-19,-27,-1,8.0,2
3,9,210,30,-36,-52,0,1.0,13
3,9,340,10,-15,-20,2,8.0,5
3,9,30,40,-45,-65,0,8.0,10
3,9,320,40,20,15,0,8.0,3
3,9,280,40,40,31,0,8.0,4
3,9,290,30,35,24,2,8.0,7
3,9,190,20,42,22,0,0.0,5
3,9,240,100,40,18,0,8.0,1
3,9,280,70,8,-4,3,8.0,13
3,9,220,40,38,10,0,8.0,10
3,9,200,30,46,4,0,8.0,9
3,9,210,50,79,9,0,0.0,18
3,9,230,100,150,70,0,0.0,11
3,9,250,100,136,94,0,7.0,-1
3,9,250,80,89,70,0,8.0,7
3,9,250,30,110,85,0,7.0,7
3,9,30,30,72,61,0,8.0,3
3,9,80,50,101,25,0,3.0,18
3,9,180,30,163,64,0,8.0,17
3,9,190,30,132,104,0,0.0,6
3,9,170,20,147,101,0,8.0,12
3,9,240,30,126,99,0,8.0,4
3,9,200,20,128,90,0,0.0,15
3,9,90,20,121,96,0,8.0,9
3,9,230,40,129,103,0,8.0,5
3,9,230,30,123,97,0,8.0,19
3,9,80,20,116,101,0,8.0,3
3,9,80,30,102,98,0,8.0,11
3,9,230,70,-8,-17,3,8.0,0
3,9,220,60,-10,-44,0,8.0,10
3,9,60,20,-7,-30,0,8.0,10
3,9,210,40,-16,-21,0,8.0,13
3,9,220,60,4,-27,-1,8.0,-10
3,9,230,40,10,-9,0,8.0,-2
3,9,220,30,9,1,0,8.0,7
3,9,190,60,31,15,0,8.0,3
3,9,240,70,86,82,2,8.0,2
3,9,230,80,46,20,-1,8.0,0
3,9,340,40,34,29,-1,8.0,-27
3,9,40,40,-39,-77,0,4.0,11
3,9,90,20,-19,-84,0,0.0,14
3,9,90,20,-3,-76,0,0.0,12
3,9,60,40,17,-52,0,3.0,21
3,9,50,60,6,-40,0,8.0,8
3,9,60,50,24,-15,0,0.0,7
3,9,80,90,31,-21,0,1.0,17
3,9,30,40,-11,-14,0,8.0,4
3,9,70,30,18,1,0,8.0,6
3,9,50,70,15,-33,0,8.0,7
3,9,40,50,25,-24,0,0.0,11
3,9,90,50,32,-47,0,0.0,13
3,9,160,60,85,24,0,8.0,-10
3,9,220,70,117,93,0,8.0,-4
3,9,220,80,134,115,2,8.0,15
3,9,220,60,142,115,3,8.0,24
3,9,230,100,109,55,0,6.0,6
3,9,240,50,83,58,0,8.0,2
3,9,220,90,122,100,-1,8.0,11
3,9,230,100,118,82,1,8.0,2
3,9,250,60,88,59,0,8.0,8
3,9,250,50,62,32,0,4.0,16
3,9,230,110,71,47,3,8.0,-18
3,9,200,40,86,55,0,2.0,22
3,9,230,90,92,57,0,7.0,11
3,9,200,110,93,51,1,8.0,17
3,9,230,70,79,61,5,8.0,5
3,9,220,40,68,56,0,8.0,22
3,9,210,60,76,46,0,6.0,10
3,9,230,40,63,39,0,0.0,16
3,9,200,50,86,55,0,0.0,18
3,9,90,20,104,40,0,0.0,17
3,9,240,40,83,47,0,0.0,20
3,9,50,10,84,40,0,0.0,19
3,9,0,0,84,33,0,0.0,21
3,9,210,50,49,33,0,8.0,24
3,9,240,60,78,62,-1,8.0,4
3,9,230,130,80,68,2,8.0,3
3,9,250,40,23,3,0,8.0,9
3,9,280,20,43,21,0,8.0,18
3,9,350,50,54,22,0,8.0,-10
3,9,300,40,38,23,5,8.0,6
3,9,20,70,34,6,0,8.0,0
3,9,360,50,52,44,0,8.0,1
3,9,80,60,97,39,0,0.0,8
3,9,90,70,110,41,0,0.0,13
3,9,100,70,112,21,0,0.0,6
3,9,90,20,120,31,0,0.0,18
3,9,200,50,112,68,0,1.0,11
3,9,110,10,81,65,3,8.0,15
3,9,30,50,92,57,-1,8.0,20
3,9,270,90,82,25,0,8.0,1
3,9,250,60,114,89,-1,8.0,5
3,9,250,50,72,47,0,8.0,-1
3,9,340,30,28,17,0,8.0,12
3,9,300,20,15,-11,0,0.0,16
3,9,200,70,43,15,0,8.0,10
3,9,200,40,70,49,0,8.0,8
3,9,200,50,51,31,0,0.0,22
3,9,210,90,99,52,0,8.0,2
3,9,180,90,68,10,0,8.0,3
3,9,230,100,81,44,0,8.0,2
3,9,240,100,89,19,0,2.0,1
3,9,260,60,75,36,0,6.0,2
3,9,240,40,88,73,0,8.0,0
3,9,180,30,108,76,0,8.0,14
3,9,190,50,89,81,5,8.0,5
3,9,360,40,52,-7,0,8.0,3
3,9,260,20,41,7,0,1.0,10
3,9,340,40,40,15,0,8.0,14
3,9,250,40,36,28,1,8.0,11
3,9,270,60,37,23,5,8.0,-2
3,9,20,30,26,23,0,8.0,4
3,9,330,30,-1,-59,0,3.0,10
3,9,270,30,5,5,0,8.0,15
3,9,250,40,13,-6,4,8.0,7
3,9,220,40,33,29,-1,8.0,4
3,9,80,20,72,54,0,8.0,10
3,9,190,70,67,41,0,1.0,10
3,9,230,90,82,36,0,7.0,4
3,9,190,70,133,6,0,0.0,14
3,9,220,50,95,59,0,2.0,13
3,9,990,10,83,55,0,2.0,9
3,9,270,30,69,50,0,4.0,4
3,9,210,60,54,27,0,1.0,17
3,9,170,70,74,-9,0,8.0,10
3,9,300,20,33,28,0,8.0,7
3,9,320,60,41,30,3,8.0,2
3,9,200,40,32,27,0,8.0,6
3,9,220,90,82,76,14,8.0,3
3,9,240,70,49,19,0,7.0,8
3,9,210,80,52,37,6,8.0,-3
3,9,300,40,55,34,-1,8.0,9
3,9,220,70,59,50,1,8.0,4
3,9,230,20,79,64,0,5.0,12
3,9,200,60,99,61,0,6.0,11
3,9,290,40,86,47,0,8.0,8
3,9,50,10,68,46,0,8.0,2
3,9,200,30,70,49,0,8.0,7
3,9,60,40,50,21,0,1.0,17
3,9,30,40,64,-5,0,8.0,1
3,9,100,30,56,-11,0,0.0,14
3,9,200,20,47,-19,0,0.0,24
3,9,290,30,58,39,0,8.0,17
3,9,240,80,76,41,0,8.0,10
3,9,300,40,39,29,5,8.0,19
3,9,220,90,34,20,3,8.0,6
3,9,230,70,72,43,0,8.0,-3
3,9,240,70,68,21,0,8.0,10
3,9,240,60,58,41,8,8.0,1
3,9,320,30,63,38,0,8.0,-3
3,9,260,20,55,3,0,0.0,12
3,9,70,20,98,17,0,3.0,9
3,9,240,50,38,15,-1,8.0,8
3,9,210,30,23,4,0,0.0,27
3,9,90,40,23,-3,0,0.0,15
3,9,50,40,17,-18,0,0.0,1
3,9,210,30,-1,-20,0,0.0,14
3,9,30,80,0,-35,0,8.0,0
3,9,60,60,-15,-56,0,0.0,10
3,9,50,30,-16,-102,0,8.0,9
3,9,50,60,-10,-58,0,0.0,13
3,9,50,60,10,-65,0,0.0,21
3,9,40,40,-19,-42,0,8.0,6
3,9,210,30,15,-1,0,8.0,11
3,9,310,30,41,24,-1,8.0,8
3,9,250,40,47,23,0,8.0,9
3,9,220,40,57,44,0,7.0,9
3,9,290,20,56,47,0,8.0,5
3,9,200,50,77,23,0,0.0,31
3,9,190,40,125,26,0,2.0,16
3,9,210,60,134,60,0,8.0,5
3,9,210,70,130,118,1,8.0,18
3,9,240,60,91,77,0,8.0,0
3,9,210,40,85,66,0,6.0,11
3,9,210,30,92,75,0,8.0,6
3,9,180,40,151,54,0,0.0,17
3,9,190,60,160,79,0,8.0,14
3,9,230,30,96,67,4,8.0,-9
3,9,210,70,95,46,0,6.0,6
3,9,240,70,101,46,0,1.0,9
3,9,280,20,94,85,0,8.0,15
3,9,200,60,136,75,0,7.0,-2
3,9,210,110,90,25,0,7.0,1
3,9,30,50,27,25,0,8.0,20
3,9,50,60,15,-8,0,0.0,13
3,9,50,40,4,-25,0,0.0,15
3,9,60,40,11,-30,0,0.0,23
3,9,340,30,-24,-26,0,8.0,12
3,9,50,50,20,-13,0,8.0,6
3,9,80,60,25,-56,0,0.0,11
3,9,200,30,36,-80,0,0.0,29
3,9,250,70,75,20,0,7.0,5
3,9,230,120,57,28,0,8.0,11
3,9,260,50,80,41,0,8.0,10
3,9,140,30,89,20,0,8.0,20
3,9,210,60,109,65,0,8.0,3
3,9,210,30,94,84,0,8.0,3
3,9,70,50,106,87,0,0.0,20
3,9,60,80,92,54,0,2.0,14
3,9,320,30,45,45,0,9.0,3
3,9,230,40,57,37,0,8.0,4
3,9,40,50,54,37,0,7.0,13
3,9,990,10,57,-15,0,6.0,15
3,9,220,10,72,-3,0,0.0,25
3,9,990,10,97,-2,0,0.0,29
3,9,60,20,102,59,0,0.0,25
3,9,50,30,110,37,0,0.0,17
3,9,220,20,111,38,0,0.0,21
3,9,70,30,88,9,0,0.0,1
3,9,50,20,73,36,0,8.0,23
3,9,360,20,70,-12,0,8.0,14
3,9,990,10,100,-1,0,0.0,19
3,9,200,60,107,55,0,8.0,22
3,9,200,70,106,94,13,8.0,3
3,9,80,20,89,89,0,9.0,3
3,9,80,20,73,67,0,8.0,1
3,9,180,40,90,66,0,8.0,6
3,9,170,20,90,67,0,8.0,22
3,9,200,110,35,6,0,8.0,2
3,9,150,50,61,16,0,6.0,6
3,9,200,70,37,17,0,8.0,6
3,9,290,40,50,28,0,6.0,6
3,9,200,60,69,23,0,0.0,17
3,9,230,50,79,64,0,8.0,5
3,9,330,20,91,66,0,1.0,16
3,9,220,20,57,54,0,8.0,8
3,9,60,40,71,52,0,8.0,2
3,9,70,20,74,29,0,8.0,7
3,9,200,30,92,50,0,0.0,31
3,9,240,40,106,62,0,0.0,20
3,9,200,20,91,72,0,8.0,6
3,9,240,60,75,47,0,8.0,9
3,9,330,30,65,30,0,3.0,3
3,9,210,50,77,22,0,0.0,24
3,9,50,20,98,45,0,0.0,21
3,9,80,40,132,58,0,0.0,18
3,9,80,10,128,80,0,0.0,16
3,9,20,10,122,83,0,0.0,21
3,9,60,30,107,73,0,0.0,22
3,9,30,20,111,19,0,0.0,17
3,9,300,10,114,43,0,0.0,26
3,9,30,20,126,84,0,0.0,17
3,9,250,20,102,56,0,4.0,12
3,9,320,40,85,63,0,8.0,6
3,9,270,40,81,64,0,8.0,-1
3,9,330,20,12,5,-1,8.0,3
3,9,60,20,15,-27,0,8.0,1
