MM,HH,DD,FF,T,TD,RH,N,TC
4,16,100,62,247,39,0,1.0,-6
4,16,230,118,77,45,0,7.0,3
4,16,230,57,58,35,4,7.0,0
4,16,230,67,81,8,0,4.0,2
4,16,260,103,66,30,2,7.0,-11
4,16,220,57,57,34,1,7.0,-16
4,16,990,15,63,35,1,5.0,-1
4,16,170,31,90,9,-1,8.0,-3
4,16,240,67,77,39,-1,6.0,2
4,16,260,57,15,15,5,7.0,13
4,16,60,51,85,-2,0,5.0,-6
4,16,90,26,80,54,0,8.0,4
4,16,360,51,85,61,0,8.0,1
4,16,340,108,93,23,0,7.0,-12
4,16,280,36,59,14,1,4.0,17
4,16,990,15,98,19,0,6.0,-4
4,16,40,87,137,41,0,7.0,-9
4,16,10,98,72,27,0,7.0,0
4,16,40,51,103,-11,0,1.0,-3
4,16,340,31,113,18,0,1.0,-7
4,16,300,36,127,21,0,7.0,-5
4,16,240,57,142,48,0,5.0,-2
4,16,990,10,189,57,0,3.0,-9
4,16,230,87,183,81,-1,7.0,-9
4,16,230,21,149,103,-1,7.0,-5
4,16,260,36,135,74,0,6.0,-10
4,16,200,57,138,101,0,7.0,0
4,16,250,62,159,127,0,7.0,-1
4,16,270,31,193,119,0,5.0,-3
4,16,990,15,224,108,0,4.0,1
4,16,310,57,199,132,0,4.0,-12
4,16,250,57,119,115,0,8.0,-1
4,16,250,82,166,99,0,0.0,-10
4,16,250,62,142,96,0,3.0,-5
4,16,340,46,127,72,0,7.0,-2
4,16,230,36,138,55,0,7.0,-2
4,16,250,46,109,98,-1,8.0,-2
4,16,300,51,117,93,0,7.0,0
4,16,320,87,85,-4,0,6.0,-15
4,16,260,36,84,11,0,7.0,-1
4,16,230,31,84,83,1,8.0,2
4,16,170,26,128,85,0,4.0,-5
4,16,360,82,123,51,0,7.0,-11
4,16,40,62,117,41,0,6.0,-2
4,16,350,46,114,64,0,5.0,-2
4,16,300,31,92,77,-1,8.0,-8
4,16,280,46,67,52,2,7.0,4
4,16,250,72,87,85,3,8.0,2
4,16,270,36,75,59,-1,7.0,0
4,16,10,31,63,24,0,8.0,-1
4,16,280,15,65,23,1,7.0,0
4,16,50,51,110,35,-1,8.0,0
4,16,200,31,116,79,0,8.0,0
4,16,30,72,154,108,0,8.0,-1
4,16,280,21,189,142,0,4.0,14
4,16,30,31,138,126,30,7.0,10
4,16,40,82,182,75,0,4.0,-1
4,16,320,36,94,84,0,8.0,-8
4,16,60,26,102,31,0,2.0,-4
4,16,50,21,169,114,0,7.0,-17
4,16,280,26,113,112,1,8.0,-3
4,16,50,46,44,-48,0,2.0,-9
4,16,30,41,52,-56,0,5.0,-14
4,16,40,72,70,-52,0,1.0,-1
4,16,70,82,71,-1,0,7.0,-5
4,16,50,51,110,33,0,5.0,-2
4,16,40,31,140,52,0,3.0,-1
4,16,270,51,126,51,0,0.0,-12
4,16,250,21,100,46,0,7.0,0
4,16,360,36,141,63,0,6.0,-6
4,16,130,31,142,60,0,8.0,-8
4,16,350,26,95,86,-1,8.0,1
4,16,50,46,73,-54,0,5.0,-7
4,16,50,57,106,-5,0,6.0,-8
4,16,60,26,124,-20,0,1.0,-5
4,16,990,15,157,-20,0,1.0,-2
4,16,140,31,183,-19,0,3.0,-6
4,16,260,51,181,3,0,7.0,-5
4,16,200,57,168,55,0,4.0,0
4,16,220,31,208,67,0,7.0,-4
4,16,190,72,236,-13,0,7.0,-10
4,16,200,67,244,39,0,1.0,-9
4,16,150,51,239,69,0,7.0,-3
4,16,210,62,162,84,0,7.0,4
4,16,220,62,119,62,-1,5.0,2
4,16,230,36,150,42,0,6.0,-6
4,16,330,26,174,62,0,6.0,-6
4,16,20,36,205,82,0,2.0,-5
4,16,350,51,165,59,0,7.0,-10
4,16,40,26,118,12,0,6.0,-8
4,16,240,26,150,-3,0,3.0,-6
4,16,290,20,175,47,0,0.0,-9
4,16,10,20,153,42,0,0.0,-7
4,16,270,60,104,47,0,7.0,-27
4,16,310,70,78,-30,0,3.0,-9
4,16,250,70,92,87,3,8.0,4
4,16,360,50,87,-22,0,6.0,-6
4,16,70,40,98,-18,0,1.0,-4
4,16,80,60,133,-19,0,2.0,-5
4,16,990,10,165,-11,0,7.0,-2
4,16,10,50,162,45,0,7.0,-5
4,16,360,100,76,-18,0,4.0,-2
4,16,320,50,91,3,0,4.0,-9
4,16,360,30,114,-5,0,5.0,-3
4,16,320,50,100,74,1,8.0,-2
4,16,350,60,90,-20,0,4.0,-3
4,16,330,40,92,0,0,4.0,-8
4,16,30,50,120,-11,0,2.0,-2
4,16,340,60,102,31,0,4.0,-13
4,16,360,70,75,-25,0,7.0,-8
4,16,40,60,81,-76,0,1.0,-6
4,16,350,30,109,-54,0,1.0,-6
4,16,360,30,92,-27,0,7.0,-3
4,16,230,40,122,-24,0,2.0,0
4,16,250,80,162,5,0,5.0,-4
4,16,60,30,156,40,0,8.0,-9
4,16,150,20,117,111,1,8.0,3
4,16,250,20,135,97,0,8.0,-14
4,16,240,100,146,102,0,6.0,2
4,16,280,60,98,84,1,8.0,4
4,16,350,40,146,79,0,6.0,-4
4,16,250,20,152,100,-1,7.0,-10
4,16,190,20,153,82,0,7.0,-43
4,16,200,70,119,90,-1,8.0,-7
4,16,210,90,130,73,-1,7.0,-1
4,16,200,70,102,72,0,6.0,6
4,16,220,80,116,65,0,7.0,-9
4,16,10,70,73,71,29,8.0,-5
4,16,240,70,104,58,0,6.0,-27
4,16,170,70,95,53,-1,7.0,-3
4,16,110,20,88,67,0,8.0,-12
4,16,220,80,86,49,0,7.0,-14
4,16,300,70,69,4,-1,6.0,-5
4,16,240,40,34,18,-1,8.0,4
4,16,250,70,66,8,0,7.0,-7
4,16,200,50,97,60,0,8.0,0
4,16,210,40,81,25,-1,7.0,1
4,16,140,40,78,68,11,8.0,6
4,16,230,40,104,37,0,7.0,-5
4,16,200,40,116,27,0,6.0,-4
4,16,220,60,113,88,-1,7.0,-14
4,16,190,30,136,68,0,7.0,-16
4,16,80,60,204,99,0,1.0,-9
4,16,240,50,212,120,0,6.0,-13
4,16,230,70,142,72,0,7.0,-3
4,16,210,80,138,123,-1,8.0,5
4,16,990,10,108,79,2,8.0,0
4,16,320,30,86,82,24,8.0,0
4,16,90,20,137,68,0,7.0,-30
4,16,50,50,164,68,0,5.0,-10
4,16,340,40,157,107,0,3.0,-1
4,16,120,60,179,38,0,3.0,-9
4,16,180,30,195,63,0,4.0,-22
4,16,180,40,129,119,5,7.0,-3
4,16,310,30,137,83,0,6.0,2
4,16,210,50,134,132,4,8.0,3
4,16,230,60,137,108,2,7.0,6
4,16,300,40,103,68,4,7.0,-4
4,16,350,40,111,52,0,5.0,1
4,16,230,40,155,81,0,5.0,-3
4,16,260,60,141,97,0,7.0,-13
4,16,280,60,115,41,0,7.0,-10
4,16,250,80,117,48,0,7.0,-12
4,16,240,80,92,1,0,5.0,-9
4,16,70,40,20,16,10,8.0,-7
4,16,190,50,62,18,0,7.0,1
4,16,220,30,87,30,0,3.0,4
4,16,350,60,97,9,-1,7.0,-5
4,16,300,30,102,-15,0,5.0,-9
4,16,320,20,97,36,0,6.0,-3
4,16,160,50,136,57,0,7.0,-4
4,16,200,80,155,85,-1,3.0,-5
4,16,280,60,139,79,0,5.0,0
4,16,160,20,151,82,0,7.0,-7
4,16,220,60,125,89,0,7.0,-3
4,16,70,40,165,74,0,6.0,-5
4,16,60,70,193,77,-1,7.0,-27
4,16,40,60,163,88,0,1.0,-4
4,16,40,50,175,97,0,2.0,-9
4,16,40,50,162,43,0,2.0,0
4,16,320,20,199,57,0,0.0,0
4,16,220,40,76,42,0,7.0,1
4,16,110,60,141,45,0,7.0,-7
4,16,150,20,144,92,0,7.0,-3
4,16,290,30,108,66,2,8.0,-6
4,16,30,60,59,-16,0,7.0,-1
4,16,50,50,97,-31,0,1.0,-4
4,16,20,30,120,-17,0,1.0,-4
4,16,40,30,126,10,0,6.0,-10
4,16,70,70,142,21,0,6.0,-5
4,16,40,40,117,5,0,1.0,-5
4,16,240,60,118,-1,0,7.0,-8
4,16,190,70,90,23,-1,4.0,0
4,16,270,50,55,44,40,7.0,-3
4,16,200,40,120,36,0,6.0,-8
4,16,180,80,107,49,0,6.0,-5
4,16,170,50,145,39,0,7.0,-14
4,16,210,100,138,41,0,6.0,-9
4,16,190,30,140,56,0,7.0,-1
4,16,210,60,141,73,0,7.0,2
4,16,190,30,183,79,0,7.0,-5
4,16,240,50,194,47,0,7.0,-6
4,16,280,30,178,134,-1,8.0,-12
4,16,990,10,121,115,5,8.0,1
4,16,290,20,156,76,0,3.0,1
4,16,180,30,202,80,0,7.0,-4
4,16,260,50,190,123,0,7.0,-17
4,16,30,30,210,148,0,8.0,0
4,16,990,10,224,129,0,7.0,-11
4,16,270,20,119,105,0,8.0,1
4,16,10,30,174,129,0,3.0,-9
4,16,990,10,176,93,0,6.0,-4
4,16,160,50,212,52,0,1.0,-12
4,16,210,40,130,81,-1,6.0,-3
4,16,240,110,111,41,0,7.0,-23
4,16,210,70,98,20,-1,8.0,-25
4,16,210,70,131,79,0,8.0,-10
4,16,200,50,127,39,0,5.0,-21
4,16,300,70,95,28,0,7.0,-6
4,16,190,30,100,94,1,8.0,2
4,16,240,30,81,60,14,7.0,9
4,16,360,60,86,66,0,8.0,6
4,16,330,60,81,30,-1,7.0,-10
4,16,10,80,60,-41,0,7.0,-7
4,16,240,40,48,-47,0,8.0,-6
4,16,280,40,82,58,3,7.0,9
4,16,320,50,85,62,0,8.0,-9
4,16,270,40,74,2,0,7.0,-3
4,16,290,50,35,12,6,7.0,21
4,16,280,70,48,8,-1,7.0,2
4,16,170,30,75,16,0,6.0,-7
4,16,30,70,87,-5,-1,7.0,-2
4,16,990,10,120,-23,0,5.0,-19
4,16,280,30,123,8,0,8.0,-4
4,16,180,60,142,68,0,6.0,1
4,16,200,30,119,71,-1,7.0,-23
4,16,230,80,133,63,0,2.0,9
4,16,240,20,107,91,2,8.0,1
4,16,240,80,146,53,0,3.0,-6
4,16,200,40,161,70,0,7.0,-2
4,16,80,20,191,123,0,7.0,-4
4,16,990,10,179,47,0,3.0,-11
4,16,130,50,194,28,0,6.0,-11
4,16,100,70,195,39,0,1.0,-9
4,16,80,60,180,9,0,7.0,-11
4,16,80,70,151,-48,0,0.0,-7
4,16,50,70,98,-32,0,0.0,-5
4,16,40,50,124,-32,0,0.0,-6
4,16,50,50,122,-40,0,0.0,-6
4,16,360,50,105,-41,0,8.0,-3
4,16,40,80,106,-18,0,1.0,-2
4,16,50,30,104,11,0,7.0,-5
4,16,20,70,129,27,0,4.0,-4
4,16,360,60,87,23,0,8.0,-2
4,16,180,30,84,19,-1,7.0,-1
4,16,280,20,66,44,0,8.0,0
4,16,290,20,83,72,-1,8.0,0
4,16,50,20,104,65,0,8.0,0
4,16,210,30,100,74,-1,7.0,-10
4,16,120,30,88,58,4,7.0,-1
4,16,350,30,129,51,0,4.0,-1
4,16,50,20,166,67,0,0.0,-3
4,16,240,40,194,73,0,7.0,-12
4,16,300,30,179,91,0,7.0,-6
4,16,310,20,199,124,0,4.0,0
4,16,290,40,149,99,0,7.0,-7
4,16,220,90,84,63,-1,8.0,1
4,16,250,50,93,60,16,6.0,2
4,16,210,90,124,81,0,7.0,-3
4,16,250,110,96,70,5,7.0,14
4,16,210,70,153,73,0,6.0,4
4,16,240,120,133,25,0,6.0,-40
4,16,310,90,67,29,-1,7.0,-3
4,16,340,60,66,1,0,7.0,6
4,16,260,40,93,19,0,8.0,-1
4,16,340,90,103,42,0,7.0,-12
4,16,10,70,85,-30,0,6.0,-12
4,16,30,50,59,-109,0,1.0,-6
4,16,40,50,63,-101,0,1.0,-6
4,16,40,60,52,-62,0,7.0,2
4,16,260,30,35,-13,-1,7.0,1
4,16,120,10,89,-44,0,3.0,1
4,16,200,20,143,-11,0,8.0,-8
4,16,100,70,182,28,0,0.0,-7
4,16,90,100,200,-6,0,1.0,-6
4,16,90,70,240,40,0,0.0,-8
4,16,80,60,236,7,0,0.0,-14
4,16,50,60,214,13,0,0.0,-9
4,16,40,80,155,5,0,6.0,-7
4,16,60,60,83,39,0,8.0,-1
4,16,80,40,169,74,0,7.0,-8
4,16,260,40,215,68,0,7.0,-33
4,16,10,30,168,56,0,8.0,-3
4,16,20,40,177,65,0,0.0,-5
4,16,80,20,219,56,0,5.0,-9
4,16,80,20,190,131,-1,8.0,-6
4,16,240,70,125,117,4,7.0,0
4,16,220,60,121,104,2,8.0,5
4,16,210,70,214,116,0,8.0,0
4,16,240,50,184,85,0,1.0,-7
4,16,230,40,129,110,1,8.0,6
4,16,80,50,188,59,0,6.0,-13
4,16,230,70,149,61,0,8.0,-4
4,16,210,70,117,83,1,7.0,5
4,16,250,90,125,20,0,8.0,-7
4,16,240,100,87,45,1,8.0,3
4,16,230,40,65,33,2,8.0,12
4,16,20,20,71,44,6,7.0,-1
4,16,320,10,59,31,4,7.0,-1
4,16,350,30,76,37,0,8.0,-1
4,16,330,30,68,64,11,8.0,-5
4,16,30,40,83,1,0,8.0,-1
4,16,20,60,122,31,0,5.0,-6
4,16,30,40,110,51,0,8.0,-1
4,16,70,50,146,31,0,0.0,-8
4,16,170,40,175,45,0,7.0,-11
4,16,80,60,194,32,0,1.0,-7
4,16,240,50,182,67,0,8.0,-14
4,16,170,80,106,65,1,8.0,-2
4,16,220,60,112,9,0,7.0,-25
4,16,200,60,127,60,-1,7.0,-6
4,16,180,40,173,102,0,5.0,-12
4,16,340,40,161,120,-1,8.0,-5
4,16,340,50,165,18,0,4.0,-10
4,16,30,40,151,47,0,3.0,-1
4,16,60,40,166,62,0,0.0,-7
4,16,80,60,183,36,0,0.0,-9
4,16,80,60,193,85,0,3.0,-2
4,16,200,90,145,100,0,8.0,-15
4,16,170,30,167,93,0,3.0,-7
4,16,250,90,179,126,-1,8.0,-23
4,16,80,60,158,16,0,0.0,-10
4,16,150,10,182,8,0,0.0,-10
4,16,250,50,186,67,0,5.0,2
4,16,230,70,173,66,0,8.0,-1
4,16,220,50,119,29,0,3.0,-3
4,16,210,90,135,73,0,7.0,-13
4,16,270,130,94,28,-1,7.0,17
4,16,290,50,85,27,0,5.0,-11
4,16,280,50,47,16,-1,8.0,-3
4,16,300,40,98,44,-1,8.0,0
4,16,70,10,131,66,0,8.0,-1
4,16,990,10,147,54,0,8.0,-4
4,16,230,70,135,84,0,8.0,-4
4,16,170,40,156,62,0,6.0,0
4,16,250,80,112,60,0,7.0,2
4,16,340,40,86,76,0,8.0,0
4,16,240,40,103,96,0,8.0,0
4,16,240,60,125,94,-1,8.0,9
4,16,10,20,86,64,-1,8.0,-2
4,16,320,20,112,72,0,8.0,0
4,16,60,30,125,-11,0,0.0,-6
4,16,60,30,149,12,0,0.0,-6
4,16,180,50,132,39,0,8.0,-6
4,16,70,40,174,84,0,8.0,-5
4,16,240,40,122,113,2,8.0,-3
4,16,210,70,139,74,0,8.0,-1
4,16,240,70,132,48,0,7.0,-23
4,16,180,50,168,67,0,8.0,-2
4,16,260,30,159,137,0,8.0,-7
4,16,990,10,212,138,0,7.0,-15
4,16,240,60,142,56,0,4.0,-8
4,16,240,90,131,32,0,8.0,-8
4,16,240,40,102,45,0,8.0,-13
4,16,330,50,83,5,0,8.0,-26
4,16,350,40,69,-28,0,3.0,1
4,16,240,50,101,-15,0,7.0,-4
4,16,250,50,104,24,0,8.0,2
4,16,250,40,74,52,4,8.0,6
4,16,240,30,106,-24,0,1.0,-10
4,16,360,50,90,-10,0,5.0,-4
4,16,230,60,85,-16,0,8.0,-2
4,16,280,50,104,20,0,6.0,-5
4,16,240,80,108,88,4,8.0,-2
4,16,320,40,99,58,-1,8.0,-6
4,16,120,30,152,82,0,8.0,-5
4,16,270,50,109,64,20,8.0,18
4,16,280,40,132,38,0,8.0,-8
4,16,240,60,128,49,0,8.0,-3
4,16,240,40,143,51,0,5.0,-5
4,16,170,20,156,36,0,8.0,-1
4,16,270,30,186,52,0,2.0,-3
4,16,320,30,92,41,0,8.0,-2
4,16,360,20,162,49,0,6.0,-10
4,16,40,40,175,78,0,8.0,1
4,16,280,40,206,105,0,8.0,-13
4,16,270,30,164,96,0,6.0,2
4,16,340,50,152,56,0,6.0,-6
4,16,310,60,119,42,0,5.0,-19
4,16,320,40,69,25,0,8.0,3
4,16,350,30,80,32,-1,5.0,-3
4,16,50,70,162,7,0,0.0,-12
4,16,30,30,167,41,0,0.0,-17
4,16,360,50,80,16,0,8.0,-4
4,16,50,80,109,-27,0,0.0,-6
4,16,350,30,141,64,0,0.0,-6
4,16,350,30,169,61,0,0.0,-6
4,16,40,40,106,31,0,8.0,-7
4,16,990,10,160,25,0,2.0,-8
4,16,270,50,159,47,0,4.0,-8
4,16,310,20,153,82,0,8.0,-5
4,16,70,50,164,73,0,0.0,-7
4,16,50,60,214,106,0,0.0,-14
4,16,70,60,235,110,0,4.0,-13
4,16,60,50,260,104,0,4.0,-8
4,16,60,50,260,58,0,0.0,-11
4,16,50,20,259,59,0,0.0,-15
4,16,340,50,143,19,0,7.0,0
4,16,340,30,132,1,0,8.0,0
4,16,280,30,173,11,0,0.0,-4
4,16,340,50,128,12,0,2.0,-6
4,16,40,40,152,21,0,0.0,-11
4,16,270,30,216,52,0,0.0,-9
4,16,290,30,224,92,0,8.0,-4
4,16,350,20,240,98,0,8.0,-9
4,16,60,40,254,113,0,8.0,-3
4,16,40,30,251,97,0,0.0,-1
4,16,40,40,258,82,0,0.0,-8
4,16,40,40,257,56,0,0.0,-11
4,16,30,70,221,95,0,0.0,-12
4,16,60,80,205,27,0,0.0,-14
4,16,240,50,97,82,2,8.0,10
4,16,280,40,99,51,0,6.0,-3
4,16,330,40,95,37,0,8.0,-4
4,16,230,40,108,50,0,8.0,-1
4,16,300,30,89,29,0,5.0,-31
4,16,60,30,69,-35,0,4.0,-6
4,16,210,50,57,10,-1,7.0,-2
4,16,50,50,90,-6,0,8.0,-7
4,16,50,40,93,2,0,7.0,-3
4,16,50,40,102,-10,0,0.0,-4
4,16,240,50,117,-11,0,0.0,1
4,16,250,40,128,18,0,4.0,-4
4,16,190,60,96,67,-1,8.0,8
4,16,200,40,66,49,7,8.0,-9
4,16,270,20,73,31,0,6.0,3
4,16,40,50,84,-13,0,8.0,1
4,16,50,60,110,-14,0,0.0,-5
4,16,60,80,131,35,0,1.0,-8
4,16,100,50,93,82,4,8.0,1
4,16,90,60,158,69,0,5.0,1
4,16,50,70,162,79,0,8.0,-7
4,16,60,50,134,75,0,8.0,-1
4,16,230,60,147,81,0,8.0,-11
4,16,230,40,165,59,0,7.0,-4
4,16,270,20,148,55,0,7.0,-1
4,16,990,10,193,62,0,0.0,-7
4,16,160,40,213,45,0,8.0,2
4,16,160,40,115,75,-1,7.0,0
4,16,170,50,116,79,2,8.0,7
4,16,210,90,138,64,0,7.0,-3
4,16,60,90,148,18,0,0.0,-8
4,16,40,50,183,78,0,0.0,-10
4,16,240,30,211,104,0,0.0,-8
4,16,270,30,154,88,0,8.0,-7
4,16,90,30,141,73,0,0.0,-4
4,16,190,40,192,75,0,8.0,-3
4,16,260,20,113,92,-1,8.0,-6
4,16,210,90,112,77,2,8.0,-8
4,16,140,40,191,110,0,6.0,-19
4,16,190,30,241,77,0,7.0,-24
4,16,350,30,205,67,0,3.0,-6
4,16,350,10,180,123,0,8.0,-1
4,16,320,10,174,100,0,8.0,3
4,16,60,50,195,119,0,0.0,-2
4,16,110,30,168,103,72,8.0,34
4,16,230,50,145,90,-1,8.0,-7
4,16,270,30,95,91,-1,8.0,1
4,16,70,40,111,78,4,8.0,-4
4,16,990,10,165,89,0,2.0,-8
4,16,10,40,182,84,0,6.0,-6
4,16,20,30,189,59,0,0.0,-3
4,16,360,50,152,18,0,4.0,-10
4,16,70,40,134,54,0,5.0,-3
4,16,100,70,174,33,0,0.0,-3
4,16,210,70,157,89,0,7.0,-12
4,16,220,50,167,95,0,5.0,-6
4,16,200,60,147,47,0,8.0,-13
4,16,190,30,120,57,0,6.0,3
4,16,80,20,149,62,0,8.0,-19
4,16,990,10,182,51,0,8.0,-16
4,16,220,90,80,21,-1,1.0,-6
4,16,170,70,102,17,-1,8.0,-2
4,16,190,50,108,48,0,8.0,-6
4,16,260,40,85,57,1,8.0,-6
4,16,220,50,99,24,0,8.0,3
4,16,120,30,182,26,0,0.0,-6
4,16,330,20,165,81,0,8.0,-1
4,16,350,40,99,82,0,8.0,1
4,16,360,30,147,57,0,8.0,-9
4,16,20,50,122,36,0,2.0,-8
4,16,50,70,78,20,0,8.0,-1
4,16,50,70,109,49,-1,8.0,-4
4,16,30,70,148,31,0,6.0,-6
4,16,40,50,125,21,0,4.0,5
4,16,50,60,147,30,0,0.0,-10
4,16,30,60,97,18,0,4.0,5
4,16,60,30,149,6,0,0.0,-5
4,16,990,10,190,17,0,0.0,0
4,16,990,10,120,51,0,0.0,-3
4,16,310,50,125,-5,0,0.0,-11
4,16,340,40,97,-20,0,8.0,0
4,16,70,30,113,2,0,0.0,-3
4,16,60,30,151,-5,0,0.0,-4
4,16,50,40,194,-6,0,0.0,-6
4,16,260,50,219,22,0,4.0,-7
4,16,270,40,154,77,0,8.0,-4
4,16,990,10,185,80,0,0.0,-8
4,16,200,30,224,68,0,0.0,-5
4,16,230,40,242,89,0,8.0,-6
4,16,240,50,154,62,0,4.0,-8
4,16,250,30,157,118,0,7.0,-7
4,16,200,60,232,95,0,1.0,-15
4,16,280,20,121,101,-1,8.0,-5
4,16,240,60,128,47,0,7.0,-6
4,16,240,70,96,55,1,8.0,-6
4,16,240,40,209,119,0,1.0,-6
4,16,330,60,174,101,0,8.0,-12
4,16,270,30,181,83,0,0.0,-9
4,16,50,30,165,19,0,0.0,-10
4,16,50,40,188,59,0,0.0,-13
4,16,270,40,206,88,0,4.0,-6
4,16,300,70,103,-9,0,1.0,-7
4,16,340,40,122,1,0,8.0,-6
4,16,350,30,113,16,0,8.0,-3
4,16,70,30,144,-4,0,1.0,-8
4,16,20,20,148,-8,0,7.0,-2
4,16,90,40,156,8,0,4.0,-4
4,16,180,20,199,18,0,0.0,-6
4,16,990,10,227,36,0,0.0,-10
4,16,60,50,219,45,0,0.0,-10
4,16,250,20,242,39,0,6.0,-10
4,16,150,10,201,129,0,8.0,-2
4,16,60,10,231,99,0,8.0,7
4,16,50,30,235,93,0,0.0,-11
4,16,50,50,224,20,0,0.0,-13
4,16,30,60,194,52,0,0.0,0
4,16,170,10,109,102,-1,8.0,6
4,16,50,40,160,87,0,2.0,-2
4,16,70,60,201,69,-1,3.0,-12
4,16,60,80,204,87,0,1.0,-14
4,16,330,30,101,-10,0,0.0,-5
4,16,70,30,121,34,0,2.0,-4
4,16,330,20,151,44,0,1.0,-10
4,16,50,40,98,69,0,8.0,-4
4,16,40,50,68,33,0,8.0,-1
4,16,300,30,111,-9,0,2.0,-11
4,16,340,50,62,-29,0,8.0,-4
4,16,230,50,96,-1,0,8.0,-11
4,16,220,60,101,90,3,8.0,-5
4,16,150,10,127,80,0,8.0,-45
4,16,270,20,100,44,-1,6.0,-21
4,16,180,10,100,27,5,5.0,-14
4,16,60,10,110,32,0,8.0,-1
4,16,100,20,81,57,10,7.0,0
4,16,350,40,75,18,0,8.0,-1
4,16,360,40,90,-23,0,0.0,-3
4,16,220,120,96,-15,-1,8.0,-19
4,16,180,70,120,20,0,6.0,-5
4,16,190,40,121,39,-1,8.0,6
4,16,230,50,114,43,0,7.0,-20
4,16,260,20,92,46,-1,6.0,-10
4,16,250,40,76,48,1,7.0,-11
4,16,200,70,109,17,0,8.0,-6
4,16,240,50,119,60,0,1.0,-11
4,16,170,100,106,69,1,7.0,-8
4,16,200,80,134,55,0,8.0,-6
4,16,230,20,145,61,0,8.0,-2
4,16,20,30,194,150,0,7.0,-9
4,16,230,60,203,86,0,1.0,-10
4,16,40,50,196,90,0,8.0,4
4,16,60,60,65,-60,0,0.0,-9
4,16,50,80,69,-65,0,0.0,-7
4,16,80,60,44,-43,0,7.0,1
