MM,HH,DD,FF,T,TD,RH,N,TC
6,6,360,26,135,116,0,3.0,11
6,6,990,10,136,102,0,0.0,16
6,6,340,26,137,107,0,7.0,6
6,6,270,31,107,78,0,5.0,16
6,6,190,10,102,76,0,7.0,15
6,6,90,21,123,99,0,7.0,6
6,6,270,46,160,150,0,5.0,11
6,6,330,31,111,87,0,7.0,11
6,6,80,51,139,97,0,1.0,21
6,6,100,15,174,101,0,0.0,28
6,6,150,15,116,80,0,1.0,34
6,6,240,46,170,162,6,8.0,-3
6,6,220,82,138,116,0,7.0,7
6,6,230,98,106,76,-1,8.0,8
6,6,290,51,98,88,0,3.0,12
6,6,200,46,93,76,0,7.0,15
6,6,240,57,134,125,0,7.0,5
6,6,170,15,120,113,0,8.0,12
6,6,240,31,91,83,0,3.0,13
6,6,260,41,102,99,-1,8.0,-7
6,6,340,36,86,76,-1,7.0,7
6,6,50,26,97,97,0,7.0,8
6,6,60,26,117,105,0,1.0,3
6,6,990,10,127,112,0,1.0,19
6,6,40,26,114,82,0,0.0,9
6,6,240,51,127,108,0,7.0,12
6,6,260,31,120,120,7,8.0,2
6,6,200,46,157,106,0,6.0,9
6,6,230,67,143,90,0,1.0,18
6,6,220,51,130,115,0,7.0,15
6,6,240,57,145,111,0,1.0,12
6,6,230,98,177,146,0,8.0,0
6,6,990,15,135,119,0,7.0,16
6,6,90,36,158,97,0,1.0,23
6,6,90,21,206,160,0,3.0,39
6,6,80,21,177,168,0,7.0,6
6,6,260,26,159,131,0,6.0,13
6,6,990,5,189,151,0,4.0,16
6,6,210,46,228,197,0,2.0,19
6,6,40,26,151,128,0,3.0,22
6,6,340,31,121,116,0,8.0,2
6,6,990,10,115,108,0,0.0,8
6,6,200,26,103,98,0,3.0,22
6,6,220,57,121,116,0,7.0,4
6,6,220,21,117,117,1,8.0,4
6,6,990,15,103,99,0,7.0,9
6,6,200,41,127,116,0,7.0,7
6,6,210,41,82,77,0,1.0,17
6,6,210,36,89,76,0,7.0,5
6,6,230,51,87,87,1,8.0,-2
6,6,240,26,92,92,0,7.0,9
6,6,310,10,99,99,3,8.0,3
6,6,10,31,100,100,-1,8.0,3
6,6,270,26,106,106,0,8.0,7
6,6,220,62,99,87,0,8.0,8
6,6,220,57,100,100,2,8.0,4
6,6,210,57,120,111,0,8.0,3
6,6,240,46,134,134,-1,8.0,4
6,6,210,46,144,120,0,1.0,11
6,6,170,26,176,145,0,3.0,19
6,6,260,21,179,164,0,7.0,5
6,6,10,36,110,94,0,5.0,20
6,6,350,51,108,91,0,7.0,9
6,6,340,41,108,97,0,8.0,3
6,6,30,46,148,131,0,7.0,8
6,6,350,26,154,148,0,6.0,9
6,6,50,36,186,168,0,1.0,20
6,6,60,36,200,169,0,0.0,22
6,6,30,26,185,148,0,0.0,11
6,6,100,15,178,145,0,1.0,29
6,6,260,31,100,92,11,8.0,-5
6,6,250,15,110,85,0,8.0,6
6,6,990,10,124,106,0,4.0,16
6,6,190,26,144,90,0,2.0,23
6,6,120,10,170,114,0,0.0,28
6,6,130,21,194,124,0,1.0,27
6,6,170,31,227,169,0,2.0,26
6,6,200,51,245,172,0,0.0,7
6,6,230,36,172,157,0,7.0,11
6,6,990,10,169,147,0,0.0,26
6,6,250,21,178,157,0,3.0,16
6,6,250,51,179,143,0,7.0,-2
6,6,340,21,120,67,0,0.0,17
6,6,40,36,109,71,0,0.0,14
6,6,50,36,109,69,0,1.0,15
6,6,50,36,122,88,0,2.0,18
6,6,200,31,141,102,0,1.0,26
6,6,230,67,170,84,0,2.0,7
6,6,250,31,112,75,0,7.0,6
6,6,20,21,106,84,0,8.0,2
6,6,260,31,103,76,0,7.0,6
6,6,240,36,96,82,0,8.0,7
6,6,290,21,95,93,9,8.0,12
6,6,300,36,106,80,0,6.0,9
6,6,990,15,110,102,0,8.0,11
6,6,990,15,113,100,0,1.0,24
6,6,220,21,133,114,-1,8.0,2
6,6,200,36,156,149,0,7.0,22
6,6,230,77,152,145,2,8.0,-19
6,6,230,62,120,103,0,7.0,5
6,6,50,70,90,40,0,1.0,2
6,6,70,60,122,88,0,2.0,17
6,6,70,30,134,71,0,1.0,17
6,6,210,30,138,96,0,0.0,19
6,6,110,30,156,87,0,6.0,18
6,6,230,30,184,119,0,7.0,9
6,6,130,30,208,164,0,3.0,18
6,6,210,30,170,155,2,8.0,10
6,6,210,30,151,132,0,1.0,8
6,6,70,50,160,113,0,6.0,16
6,6,100,30,192,130,0,7.0,10
6,6,190,40,165,150,0,5.0,15
6,6,230,40,162,136,0,1.0,13
6,6,230,40,151,145,-1,8.0,4
6,6,230,40,117,103,0,8.0,4
6,6,90,30,123,100,0,1.0,13
6,6,50,40,116,84,-1,7.0,6
6,6,30,40,113,77,0,5.0,14
6,6,120,20,126,75,0,3.0,28
6,6,210,60,119,106,0,7.0,18
6,6,220,90,141,114,0,7.0,11
6,6,210,80,122,94,0,1.0,12
6,6,240,50,123,112,0,7.0,8
6,6,270,40,116,90,0,7.0,11
6,6,150,20,101,75,0,6.0,23
6,6,110,30,125,120,2,7.0,10
6,6,190,30,150,122,0,2.0,3
6,6,160,30,134,122,4,7.0,12
6,6,20,30,139,109,0,7.0,8
6,6,230,40,142,139,-1,8.0,-3
6,6,200,40,128,117,0,4.0,16
6,6,170,40,148,132,5,7.0,-2
6,6,200,40,140,133,0,1.0,14
6,6,230,50,143,118,0,2.0,2
6,6,60,60,128,124,0,7.0,16
6,6,100,20,186,176,0,6.0,28
6,6,190,20,177,173,-1,8.0,1
6,6,220,50,130,111,0,8.0,9
6,6,200,60,149,136,-1,7.0,6
6,6,220,60,155,145,0,7.0,3
6,6,200,20,128,121,7,7.0,11
6,6,320,60,86,81,5,8.0,2
6,6,190,30,89,73,0,0.0,21
6,6,170,40,116,106,6,8.0,4
6,6,200,30,127,115,0,7.0,8
6,6,210,40,125,117,0,7.0,9
6,6,250,50,121,97,0,7.0,8
6,6,220,50,119,106,2,8.0,4
6,6,240,40,157,129,0,7.0,8
6,6,160,20,184,166,0,7.0,24
6,6,170,40,232,176,0,7.0,13
6,6,240,60,146,129,0,7.0,5
6,6,220,50,137,104,0,4.0,14
6,6,230,50,164,142,0,6.0,3
6,6,180,40,204,149,0,6.0,8
6,6,160,20,146,120,0,6.0,24
6,6,180,30,160,113,0,7.0,17
6,6,220,70,131,115,0,5.0,5
6,6,230,60,133,113,0,7.0,1
6,6,230,40,138,114,0,7.0,-5
6,6,80,30,137,111,0,2.0,18
6,6,90,30,177,157,0,6.0,14
6,6,220,80,149,108,0,7.0,9
6,6,230,90,132,120,1,7.0,-1
6,6,190,20,102,96,42,8.0,2
6,6,190,80,132,90,0,2.0,9
6,6,150,20,122,93,-1,7.0,19
6,6,220,60,116,93,0,7.0,7
6,6,230,50,112,76,0,6.0,15
6,6,200,20,136,124,0,3.0,9
6,6,250,30,110,90,0,7.0,8
6,6,0,0,130,96,0,2.0,1
6,6,990,10,133,108,0,7.0,0
6,6,20,20,154,139,0,7.0,13
6,6,340,30,150,127,-1,2.0,10
6,6,70,20,161,128,0,0.0,20
6,6,210,20,167,141,0,0.0,22
6,6,20,40,125,77,0,7.0,3
6,6,0,0,125,91,0,1.0,18
6,6,210,60,143,107,0,8.0,5
6,6,300,30,116,99,0,6.0,10
6,6,200,20,105,92,0,1.0,16
6,6,990,10,113,87,0,3.0,28
6,6,990,10,123,99,0,3.0,15
6,6,990,10,117,87,0,0.0,27
6,6,70,30,134,84,0,0.0,14
6,6,190,40,168,153,0,7.0,16
6,6,210,50,135,105,0,6.0,15
6,6,190,60,163,118,-1,7.0,-8
6,6,210,30,172,161,0,8.0,5
6,6,190,40,130,99,0,7.0,16
6,6,220,20,157,136,0,3.0,10
6,6,70,30,167,145,0,7.0,26
6,6,240,60,177,165,0,8.0,-1
6,6,50,30,144,111,0,8.0,0
6,6,250,50,115,105,0,7.0,11
6,6,260,60,115,100,0,6.0,11
6,6,130,20,120,80,0,1.0,26
6,6,180,40,206,133,0,1.0,19
6,6,280,30,162,145,0,7.0,10
6,6,250,30,135,94,0,6.0,8
6,6,230,50,115,89,0,7.0,12
6,6,200,40,166,145,0,1.0,23
6,6,250,50,138,134,0,8.0,2
6,6,250,50,148,139,0,8.0,3
6,6,990,10,122,87,0,7.0,5
6,6,100,30,121,60,0,1.0,13
6,6,190,20,168,83,0,1.0,24
6,6,170,50,219,96,0,1.0,23
6,6,180,30,238,167,0,0.0,20
6,6,230,50,216,153,0,2.0,11
6,6,220,70,162,128,0,7.0,11
6,6,220,70,139,112,-1,7.0,7
6,6,220,40,114,105,0,7.0,13
6,6,240,40,109,104,3,8.0,7
6,6,280,30,113,82,0,7.0,10
6,6,180,20,97,72,0,1.0,21
6,6,70,20,103,62,0,5.0,18
6,6,230,20,95,69,0,7.0,19
6,6,340,20,124,113,0,8.0,0
6,6,240,30,116,88,0,3.0,16
6,6,230,80,122,112,20,8.0,3
6,6,280,40,79,54,-1,7.0,8
6,6,230,60,87,56,0,7.0,11
6,6,170,30,120,80,0,3.0,21
6,6,990,10,146,94,0,7.0,12
6,6,220,90,141,89,0,7.0,0
6,6,250,40,109,96,0,7.0,7
6,6,990,10,100,63,0,5.0,13
6,6,0,0,120,77,0,6.0,20
6,6,260,30,94,90,4,7.0,12
6,6,230,50,119,68,0,3.0,14
6,6,990,10,124,93,0,6.0,19
6,6,990,10,128,106,0,7.0,13
6,6,180,30,177,122,0,6.0,21
6,6,190,40,143,119,0,1.0,20
6,6,200,50,144,131,-1,2.0,2
6,6,310,40,130,121,-1,8.0,4
6,6,280,20,94,73,0,6.0,18
6,6,190,30,117,80,0,6.0,22
6,6,250,40,149,103,0,7.0,2
6,6,250,30,114,85,0,7.0,14
6,6,990,10,120,98,0,2.0,12
6,6,220,20,154,112,0,0.0,22
6,6,260,20,160,136,0,1.0,19
6,6,80,40,174,113,0,3.0,16
6,6,200,20,206,159,-1,8.0,-1
6,6,250,60,155,120,0,7.0,0
6,6,240,60,175,142,0,1.0,10
6,6,180,30,201,155,0,7.0,11
6,6,50,30,109,69,0,1.0,19
6,6,90,40,142,74,0,1.0,23
6,6,140,20,154,90,0,7.0,38
6,6,190,20,132,92,0,6.0,26
6,6,80,40,182,151,-1,7.0,7
6,6,220,50,140,110,0,8.0,6
6,6,260,30,151,116,0,6.0,12
6,6,170,20,141,105,0,7.0,11
6,6,200,30,150,109,0,2.0,19
6,6,230,60,114,94,0,4.0,12
6,6,190,30,124,110,-1,7.0,1
6,6,220,60,151,133,0,7.0,-2
6,6,230,60,133,98,0,8.0,-1
6,6,220,50,162,143,-1,7.0,10
6,6,240,50,179,164,0,7.0,-1
6,6,200,30,162,136,-1,8.0,3
6,6,160,20,209,168,0,4.0,25
6,6,170,40,261,185,0,1.0,16
6,6,990,10,166,141,0,5.0,7
6,6,990,10,172,166,-1,8.0,7
6,6,990,10,158,134,0,5.0,3
6,6,210,30,181,139,0,7.0,10
6,6,280,40,147,123,0,7.0,8
6,6,990,10,148,105,0,0.0,15
6,6,190,20,126,98,0,1.0,25
6,6,220,20,138,117,0,3.0,23
6,6,230,50,133,107,0,8.0,12
6,6,220,30,110,79,0,3.0,16
6,6,280,30,104,91,6,7.0,6
6,6,220,50,124,86,0,1.0,14
6,6,190,20,180,156,0,0.0,22
6,6,180,30,217,173,0,3.0,15
6,6,150,20,174,167,0,0.0,21
6,6,170,20,197,175,0,8.0,23
6,6,250,30,184,173,8,8.0,-3
6,6,180,20,148,134,0,0.0,22
6,6,80,10,192,140,0,1.0,17
6,6,170,20,216,178,0,5.0,24
6,6,230,50,126,97,0,1.0,15
6,6,160,30,189,140,0,8.0,25
6,6,240,30,178,150,0,2.0,0
6,6,130,10,195,150,0,0.0,18
6,6,20,30,169,135,0,0.0,12
6,6,60,20,163,128,0,3.0,26
6,6,40,30,142,112,0,0.0,14
6,6,70,10,170,127,0,0.0,14
6,6,80,20,169,127,0,7.0,21
6,6,240,60,153,143,0,8.0,3
6,6,240,60,174,154,0,8.0,2
6,6,280,40,160,111,0,1.0,6
6,6,190,20,125,95,0,0.0,20
6,6,80,30,159,108,-1,6.0,27
6,6,110,60,203,161,0,6.0,11
6,6,230,50,153,122,0,0.0,8
6,6,80,40,145,120,0,0.0,11
6,6,60,30,136,111,0,7.0,26
6,6,210,20,170,132,0,0.0,9
6,6,240,40,162,143,0,8.0,6
6,6,210,10,157,130,0,0.0,29
6,6,90,60,199,151,0,3.0,10
6,6,130,10,140,109,0,4.0,21
6,6,240,10,151,115,0,7.0,6
6,6,320,40,117,106,0,8.0,5
6,6,220,50,108,100,17,8.0,-1
6,6,320,30,128,114,0,8.0,3
6,6,990,10,125,103,0,1.0,-1
6,6,200,30,159,118,0,0.0,20
6,6,190,30,194,149,0,0.0,21
6,6,230,50,207,169,0,0.0,16
6,6,130,10,180,151,0,8.0,20
6,6,240,50,143,127,0,8.0,6
6,6,240,40,134,113,0,6.0,8
6,6,310,30,120,104,0,8.0,3
6,6,200,20,114,103,0,0.0,20
6,6,210,40,169,149,0,0.0,23
6,6,330,30,131,88,0,1.0,15
6,6,200,60,168,121,0,2.0,17
6,6,230,40,134,119,0,8.0,5
6,6,310,20,108,94,0,8.0,2
6,6,220,40,102,77,0,8.0,16
6,6,200,30,98,79,1,8.0,2
6,6,200,30,132,117,-1,8.0,1
6,6,210,70,182,156,0,8.0,3
6,6,230,100,135,86,0,8.0,5
6,6,230,80,119,90,0,5.0,14
6,6,150,10,133,90,0,0.0,33
6,6,190,50,162,133,-1,8.0,6
6,6,260,50,136,111,0,6.0,8
6,6,220,50,127,98,0,3.0,19
6,6,200,30,153,123,0,7.0,9
6,6,80,20,107,70,0,0.0,19
6,6,240,40,144,119,0,8.0,7
6,6,180,30,182,132,0,0.0,28
6,6,230,80,120,83,0,3.0,6
6,6,230,60,124,96,0,8.0,6
6,6,250,30,117,99,0,8.0,10
6,6,330,30,88,45,0,7.0,9
6,6,40,30,86,56,0,0.0,16
6,6,30,20,96,57,0,0.0,21
6,6,200,20,123,80,0,5.0,11
6,6,320,30,100,51,0,8.0,1
6,6,230,20,88,61,0,0.0,13
6,6,250,50,104,85,0,8.0,11
6,6,220,30,111,62,0,4.0,33
6,6,170,20,146,94,0,0.0,29
6,6,230,50,170,134,0,8.0,9
6,6,250,60,185,157,0,8.0,2
6,6,50,20,197,163,0,7.0,4
6,6,100,30,187,94,0,0.0,21
6,6,110,10,232,124,0,0.0,18
6,6,230,30,200,153,0,6.0,7
6,6,80,30,177,124,0,2.0,15
6,6,130,20,203,122,0,0.0,26
6,6,210,50,224,134,0,4.0,13
6,6,210,50,230,170,0,8.0,-8
6,6,50,40,153,123,0,8.0,12
6,6,50,20,159,119,0,0.0,21
6,6,40,40,173,115,0,4.0,16
6,6,60,10,198,180,0,5.0,6
6,6,200,20,170,158,0,7.0,15
6,6,290,30,80,48,0,8.0,5
6,6,330,30,76,60,0,8.0,6
6,6,200,30,102,92,0,8.0,20
6,6,330,30,98,74,0,8.0,7
6,6,80,20,107,53,0,8.0,6
6,6,50,30,95,66,0,0.0,13
6,6,190,20,109,91,0,2.0,24
6,6,220,10,135,99,0,0.0,34
6,6,110,10,165,102,0,0.0,19
6,6,110,20,184,109,0,0.0,23
6,6,100,30,201,121,0,0.0,24
6,6,90,30,191,104,0,0.0,22
6,6,180,20,222,126,0,0.0,17
6,6,130,20,206,160,0,2.0,10
6,6,310,20,137,133,0,8.0,1
6,6,280,20,116,90,0,5.0,11
6,6,210,30,118,93,0,8.0,14
6,6,150,30,188,130,0,8.0,22
6,6,200,60,207,179,0,8.0,-1
6,6,240,20,178,148,0,0.0,13
6,6,220,50,172,119,0,8.0,6
6,6,230,80,130,96,0,6.0,10
6,6,210,40,125,90,0,0.0,17
6,6,150,10,163,102,0,0.0,22
6,6,190,10,173,145,0,8.0,12
6,6,210,50,173,153,0,8.0,-3
6,6,10,20,128,120,0,8.0,1
6,6,350,20,127,114,0,1.0,26
6,6,20,30,141,115,0,1.0,17
6,6,0,0,168,137,0,7.0,34
6,6,210,20,136,114,0,2.0,7
6,6,210,10,116,115,0,8.0,17
6,6,10,20,168,146,0,8.0,17
6,6,50,30,155,143,0,0.0,6
6,6,40,30,172,149,0,8.0,17
6,6,40,30,162,143,0,0.0,22
6,6,20,40,178,157,0,0.0,14
6,6,90,30,224,186,0,2.0,15
6,6,150,20,161,159,56,8.0,0
6,6,30,20,162,161,0,8.0,-2
6,6,260,20,169,161,0,3.0,11
6,6,270,20,147,146,0,9.0,-3
6,6,220,40,154,133,0,7.0,8
6,6,100,20,183,148,0,2.0,20
6,6,210,50,179,166,-1,8.0,5
6,6,220,60,148,135,1,8.0,15
6,6,200,50,146,124,-1,8.0,20
6,6,230,90,162,139,0,8.0,0
6,6,170,10,180,161,0,0.0,22
6,6,170,40,198,187,0,8.0,-2
6,6,20,20,166,140,-1,8.0,3
6,6,200,50,155,127,0,6.0,8
6,6,240,40,146,124,0,8.0,18
6,6,200,40,156,135,0,6.0,7
6,6,190,40,176,154,0,8.0,-4
6,6,240,60,124,114,-1,8.0,9
6,6,230,40,113,83,0,0.0,16
6,6,240,70,126,107,-1,8.0,-3
6,6,200,60,149,112,0,8.0,-8
6,6,240,50,147,126,0,8.0,3
6,6,190,30,166,132,0,0.0,14
6,6,60,30,192,151,0,8.0,16
6,6,210,40,169,157,2,8.0,15
6,6,230,40,161,148,0,8.0,0
6,6,270,30,137,134,60,8.0,3
6,6,300,20,148,138,0,8.0,6
6,6,220,30,136,130,2,8.0,-1
6,6,290,20,138,127,0,8.0,4
6,6,210,20,149,147,0,9.0,9
6,6,220,20,161,136,0,0.0,22
6,6,250,10,122,94,0,8.0,13
6,6,210,20,112,90,2,8.0,0
6,6,250,20,98,87,-1,8.0,8
6,6,220,40,119,89,0,7.0,12
6,6,230,30,109,86,0,1.0,9
6,6,990,10,88,85,0,8.0,26
6,6,60,20,115,86,0,0.0,21
6,6,210,40,139,98,0,0.0,12
6,6,190,70,166,99,0,3.0,15
6,6,220,50,130,96,0,2.0,14
6,6,170,20,128,120,0,8.0,6
6,6,190,40,215,166,0,2.0,13
6,6,240,50,131,97,0,0.0,13
6,6,40,30,142,108,0,0.0,15
6,6,220,20,158,152,28,8.0,18
6,6,220,50,138,104,0,7.0,14
6,6,220,70,132,115,0,8.0,9
6,6,230,70,164,139,-1,8.0,1
6,6,230,60,142,110,0,8.0,11
6,6,230,30,140,118,0,8.0,4
6,6,20,30,169,121,0,0.0,17
6,6,340,30,117,96,0,7.0,8
6,6,330,40,119,85,0,1.0,6
6,6,320,20,95,41,0,8.0,12
6,6,240,20,87,56,0,8.0,9
6,6,50,50,75,44,0,8.0,19
6,6,90,30,94,85,3,8.0,12
6,6,230,70,103,73,0,6.0,11
6,6,220,80,141,100,0,7.0,21
6,6,220,40,132,109,-1,8.0,1
6,6,250,50,116,109,2,8.0,3
6,6,230,40,112,93,0,0.0,17
6,6,130,10,110,72,0,8.0,39
6,6,190,30,178,123,0,6.0,19
6,6,90,20,151,140,0,8.0,5
6,6,230,50,126,105,0,8.0,8
6,6,200,10,140,114,0,0.0,21
6,6,310,30,160,126,0,8.0,-2
6,6,230,40,132,96,0,8.0,7
6,6,230,30,130,104,0,8.0,19
6,6,210,30,120,111,1,8.0,9
6,6,350,30,112,99,0,2.0,12
6,6,20,30,116,108,0,8.0,12
6,6,40,40,143,109,0,0.0,22
6,6,50,40,178,125,0,6.0,7
6,6,70,20,165,152,0,8.0,10
6,6,240,30,169,158,0,8.0,2
6,6,250,20,170,166,0,9.0,2
6,6,190,10,188,180,0,0.0,25
6,6,330,10,185,167,0,0.0,23
6,6,270,20,96,94,0,9.0,6
6,6,290,10,101,91,0,0.0,21
6,6,50,30,125,88,0,0.0,12
6,6,50,40,140,103,0,0.0,19
6,6,140,10,170,104,0,0.0,31
6,6,160,10,184,128,0,0.0,26
6,6,230,50,142,119,0,8.0,4
6,6,150,20,160,112,0,8.0,3
6,6,150,30,163,142,2,8.0,7
6,6,170,20,185,156,0,8.0,2
6,6,210,50,183,151,0,8.0,5
6,6,60,30,139,121,0,8.0,4
6,6,350,20,110,88,0,1.0,16
6,6,140,10,141,96,0,0.0,19
6,6,40,60,116,70,0,0.0,7
6,6,50,50,106,82,0,7.0,21
6,6,50,50,143,84,0,0.0,19
6,6,360,30,108,94,0,8.0,2
6,6,320,30,111,71,0,8.0,5
6,6,310,30,102,80,0,8.0,8
6,6,280,20,102,72,0,7.0,15
6,6,300,10,111,90,0,0.0,16
6,6,190,20,136,95,0,0.0,28
6,6,190,20,164,109,0,0.0,19
6,6,330,20,171,128,0,0.0,20
6,6,70,20,168,123,0,6.0,25
6,6,150,10,183,118,0,2.0,32
6,6,210,30,186,143,0,0.0,28
6,6,200,20,190,149,0,6.0,16
6,6,200,30,175,135,0,0.0,24
6,6,360,20,99,80,0,3.0,12
6,6,50,40,139,42,0,0.0,20
6,6,50,40,149,108,0,0.0,22
6,6,60,50,188,128,0,0.0,20
6,6,50,40,169,159,0,2.0,7
6,6,210,40,176,148,0,8.0,18
6,6,260,10,129,113,0,8.0,6
6,6,240,40,117,98,0,8.0,6
6,6,240,40,122,77,0,0.0,17
6,6,210,10,119,90,0,8.0,15
6,6,190,40,94,81,0,1.0,19
6,6,220,30,111,84,0,0.0,16
6,6,200,60,136,105,-1,8.0,2
6,6,260,30,152,133,0,8.0,1
6,6,200,30,155,135,9,8.0,17
6,6,190,50,179,125,0,8.0,9
6,6,210,40,127,85,0,0.0,13
6,6,240,90,131,102,8,8.0,2
6,6,230,90,117,92,-1,8.0,5
6,6,200,60,123,82,0,8.0,1
6,6,220,50,168,163,-1,8.0,-3
6,6,230,40,178,152,0,8.0,6
6,6,230,60,134,104,0,8.0,6
6,6,220,50,116,102,-1,8.0,8
6,6,240,40,116,86,-1,8.0,-9
6,6,230,40,159,147,0,8.0,6
6,6,100,30,210,160,0,0.0,21
6,6,170,30,249,175,0,0.0,18
6,6,240,40,191,179,0,8.0,-15
6,6,250,30,125,90,0,8.0,6
6,6,300,30,124,109,0,8.0,5
6,6,80,20,114,70,0,1.0,11
6,6,70,60,96,77,11,8.0,-2
6,6,200,40,124,116,0,6.0,21
6,6,230,20,81,66,0,0.0,17
6,6,170,50,113,100,10,8.0,2
6,6,190,30,146,110,0,7.0,7
6,6,210,90,151,98,0,0.0,11
6,6,220,100,113,70,0,1.0,10
6,6,180,40,128,86,0,0.0,12
6,6,130,30,136,111,1,8.0,0
6,6,990,10,141,123,0,7.0,8
6,6,340,20,99,92,2,8.0,-2
6,6,330,20,101,80,0,8.0,25
6,6,170,30,162,99,0,8.0,-16
6,6,220,40,155,146,0,8.0,5
6,6,220,80,142,101,0,0.0,7
6,6,160,30,130,120,45,8.0,20
6,6,330,10,140,118,0,8.0,14
6,6,360,30,149,128,-1,8.0,6
6,6,90,30,159,148,0,8.0,16
6,6,220,90,137,100,0,1.0,9
6,6,220,60,133,92,0,8.0,8
6,6,200,70,144,97,0,8.0,10
6,6,240,60,130,115,0,8.0,2
6,6,200,30,129,103,0,2.0,22
6,6,230,50,167,158,-1,8.0,2
6,6,130,30,205,166,0,8.0,14
6,6,320,30,187,146,0,8.0,6
6,6,190,40,174,137,0,0.0,16
6,6,320,50,101,87,0,8.0,-1
6,6,350,30,83,66,0,2.0,15
6,6,30,50,82,59,0,8.0,7
6,6,30,40,85,47,0,8.0,0
6,6,40,10,136,91,0,0.0,12
6,6,0,0,172,116,0,4.0,17
6,6,40,20,172,106,0,0.0,18
6,6,30,30,134,111,0,0.0,15
6,6,20,60,105,90,0,8.0,4
6,6,360,30,98,76,0,8.0,7
6,6,210,30,107,91,0,8.0,23
6,6,200,60,169,134,0,8.0,8
6,6,210,60,178,163,2,8.0,7
6,6,210,60,107,87,0,8.0,9
6,6,190,60,150,105,0,7.0,8
6,6,220,60,136,72,0,8.0,15
6,6,70,50,151,96,0,3.0,16
6,6,30,10,210,180,0,0.0,17
6,6,220,60,207,188,0,8.0,6
6,6,150,10,191,187,3,8.0,3
6,6,210,80,155,139,0,8.0,5
6,6,190,40,148,145,4,8.0,1
6,6,220,80,132,111,0,8.0,6
6,6,230,40,128,114,-1,8.0,5
6,6,340,30,112,104,0,8.0,5
6,6,250,20,92,76,0,7.0,19
6,6,310,30,112,105,-1,8.0,-3
6,6,220,50,113,103,3,8.0,3
6,6,300,30,143,137,0,8.0,0
6,6,200,40,118,98,0,5.0,7
6,6,30,30,126,75,0,5.0,9
6,6,220,30,111,68,0,0.0,25
